Bragg_angle,Intensity
\circ,a.u.
5,207
5.03,204
5.06,213
5.09,219
5.12,230
5.15,225
5.18,224
5.21,212
5.24,238
5.27,236
5.3,233
5.33,219
5.36,237
5.39,248
5.42,256
5.45,253
5.48,227
5.51,224
5.54,206
5.57,257
5.6,241
5.63,211
5.66,219
5.69,205
5.72,215
5.75,213
5.78,190
5.81,200
5.84,198
5.87,169
5.9,200
5.93,179
5.96,178
5.99,174
6.02,165
6.05,172
6.08,163
6.11,148
6.14,164
6.17,144
6.2,175
6.23,161
6.26,152
6.29,163
6.32,161
6.35,153
6.38,153
6.41,160
6.44,146
6.47,144
6.5,147
6.53,149
6.56,150
6.59,145
6.62,151
6.65,170
6.68,173
6.71,152
6.74,139
6.77,130
6.8,134
6.83,122
6.86,137
6.89,138
6.92,122
6.95,155
6.98,148
7.01,140
7.04,142
7.07,133
7.1,146
7.13,152
7.16,136
7.19,151
7.22,146
7.25,137
7.28,167
7.31,131
7.34,137
7.37,138
7.4,154
7.43,158
7.46,166
7.49,160
7.52,160
7.55,171
7.58,154
7.61,145
7.64,180
7.67,154
7.7,141
7.73,159
7.76,145
7.79,186
7.82,161
7.85,143
7.88,151
7.91,139
7.94,154
7.97,143
8,161
8.03,161
8.06,142
8.09,146
8.12,146
8.15,169
8.18,137
8.21,139
8.24,152
8.27,132
8.3,118
8.33,119
8.36,128
8.39,125
8.42,127
8.45,124
8.48,144
8.51,140
8.54,129
8.57,130
8.6,128
8.63,122
8.66,129
8.69,137
8.72,139
8.75,149
8.78,126
8.81,139
8.84,113
8.87,157
8.9,162
8.93,164
8.96,141
8.99,148
9.02,143
9.05,165
9.08,168
9.11,185
9.14,165
9.17,191
9.2,194
9.23,201
9.26,194
9.29,206
9.32,206
9.35,192
9.38,223
9.41,236
9.44,211
9.47,208
9.5,209
9.53,216
9.56,209
9.59,226
9.62,225
9.65,202
9.68,235
9.71,228
9.74,227
9.77,236
9.8,240
9.83,231
9.86,220
9.89,231
9.92,231
9.95,227
9.98,237
10.01,223
10.04,238
10.07,214
10.1,197
10.13,206
10.16,209
10.19,200
10.22,201
10.25,220
10.28,200
10.31,189
10.34,210
10.37,180
10.4,169
10.43,182
10.46,169
10.49,174
10.52,173
10.55,159
10.58,155
10.61,141
10.64,148
10.67,130
10.7,111
10.73,143
10.76,121
10.79,92
10.82,132
10.85,135
10.88,130
10.91,104
10.94,128
10.97,128
11,114
11.03,98
11.06,98
11.09,110
11.12,130
11.15,93
11.18,118
11.21,115
11.24,105
11.27,111
11.3,107
11.33,128
11.36,114
11.39,124
11.42,121
11.45,118
11.48,122
11.51,115
11.54,99
11.57,106
11.6,117
11.63,101
11.66,127
11.69,122
11.72,98
11.75,143
11.78,110
11.81,105
11.84,148
11.87,109
11.9,107
11.93,123
11.96,119
11.99,117
12.02,126
12.05,124
12.08,107
12.11,121
12.14,128
12.17,115
12.2,118
12.23,116
12.26,135
12.29,107
12.32,108
12.35,111
12.38,130
12.41,109
12.44,136
12.47,126
12.5,111
12.53,116
12.56,117
12.59,133
12.62,120
12.65,138
12.68,109
12.71,142
12.74,133
12.77,104
12.8,111
12.83,120
12.86,134
12.89,99
12.92,122
12.95,104
12.98,124
13.01,114
13.04,128
13.07,103
13.1,86
13.13,124
13.16,105
13.19,125
13.22,116
13.25,101
13.28,119
13.31,128
13.34,93
13.37,115
13.4,111
13.43,126
13.46,109
13.49,96
13.52,110
13.55,110
13.58,93
13.61,106
13.64,108
13.67,102
13.7,90
13.73,105
13.76,106
13.79,107
13.82,101
13.85,108
13.88,107
13.91,111
13.94,103
13.97,102
14,99
14.03,113
14.06,99
14.09,102
14.12,122
14.15,100
14.18,95
14.21,117
14.24,110
14.27,128
14.3,123
14.33,100
14.36,101
14.39,98
14.42,83
14.45,108
14.48,117
14.51,117
14.54,121
14.57,107
14.6,122
14.63,100
14.66,112
14.69,110
14.72,128
14.75,102
14.78,114
14.81,95
14.84,118
14.87,116
14.9,113
14.93,133
14.96,116
14.99,102
15.02,81
15.05,95
15.08,99
15.11,111
15.14,104
15.17,101
15.2,101
15.23,99
15.26,104
15.29,128
15.32,105
15.35,92
15.38,108
15.41,111
15.44,106
15.47,126
15.5,117
15.53,118
15.56,109
15.59,104
15.62,109
15.65,129
15.68,113
15.71,113
15.74,96
15.77,100
15.8,106
15.83,95
15.86,106
15.89,106
15.92,103
15.95,115
15.98,107
16.01,110
16.04,103
16.07,100
16.1,101
16.13,101
16.16,108
16.19,98
16.22,91
16.25,109
16.28,86
16.31,93
16.34,105
16.37,78
16.4,98
16.43,104
16.46,88
16.49,94
16.52,86
16.55,107
16.58,98
16.61,105
16.64,73
16.67,78
16.7,88
16.73,94
16.76,90
16.79,89
16.82,103
16.85,85
16.88,93
16.91,90
16.94,99
16.97,79
17,85
17.03,72
17.06,101
17.09,84
17.12,111
17.15,81
17.18,78
17.21,89
17.24,88
17.27,101
17.3,94
17.33,91
17.36,77
17.39,85
17.42,82
17.45,89
17.48,81
17.51,96
17.54,95
17.57,81
17.6,88
17.63,102
17.66,84
17.69,84
17.72,100
17.75,86
17.78,87
17.81,100
17.84,102
17.87,87
17.9,90
17.93,88
17.96,102
17.99,93
18.02,82
18.05,99
18.08,91
18.11,90
18.14,100
18.17,75
18.2,100
18.23,71
18.26,80
18.29,79
18.32,85
18.35,97
18.38,102
18.41,82
18.44,100
18.47,88
18.5,90
18.53,88
18.56,98
18.59,78
18.62,81
18.65,71
18.68,75
18.71,72
18.74,92
18.77,77
18.8,83
18.83,94
18.86,82
18.89,79
18.92,87
18.95,85
18.98,86
19.01,90
19.04,102
19.07,87
19.1,101
19.13,98
19.16,86
19.19,102
19.22,102
19.25,103
19.28,111
19.31,134
19.34,151
19.37,181
19.4,169
19.43,232
19.46,240
19.49,395
19.52,469
19.55,591
19.58,700
19.61,734
19.64,729
19.67,522
19.7,459
19.73,371
19.76,306
19.79,288
19.82,282
19.85,253
19.88,242
19.91,291
19.94,285
19.97,289
20,305
20.03,318
20.06,317
20.09,277
20.12,232
20.15,218
20.18,158
20.21,127
20.24,110
20.27,107
20.3,93
20.33,106
20.36,98
20.39,82
20.42,99
20.45,94
20.48,88
20.51,95
20.54,104
20.57,102
20.6,94
20.63,98
20.66,71
20.69,81
20.72,81
20.75,75
20.78,97
20.81,94
20.84,85
20.87,83
20.9,83
20.93,68
20.96,86
20.99,81
21.02,83
21.05,79
21.08,86
21.11,83
21.14,81
21.17,64
21.2,76
21.23,80
21.26,83
21.29,78
21.32,78
21.35,83
21.38,82
21.41,76
21.44,93
21.47,83
21.5,97
21.53,77
21.56,92
21.59,98
21.62,115
21.65,112
21.68,107
21.71,127
21.74,112
21.77,114
21.8,102
21.83,105
21.86,117
21.89,83
21.92,94
21.95,100
21.98,107
22.01,107
22.04,84
22.07,94
22.1,103
22.13,78
22.16,81
22.19,77
22.22,79
22.25,75
22.28,90
22.31,77
22.34,77
22.37,98
22.4,68
22.43,81
22.46,61
22.49,78
22.52,78
22.55,82
22.58,75
22.61,78
22.64,74
22.67,84
22.7,79
22.73,76
22.76,66
22.79,66
22.82,84
22.85,68
22.88,67
22.91,73
22.94,67
22.97,70
23,92
23.03,85
23.06,82
23.09,96
23.12,90
23.15,99
23.18,108
23.21,89
23.24,97
23.27,102
23.3,117
23.33,109
23.36,106
23.39,85
23.42,141
23.45,124
23.48,128
23.51,112
23.54,136
23.57,156
23.6,167
23.63,163
23.66,174
23.69,234
23.72,280
23.75,264
23.78,348
23.81,444
23.84,588
23.87,811
23.9,1087
23.93,1456
23.96,1962
23.99,2775
24.02,3698
24.05,4237
24.08,4182
24.11,3698
24.14,2981
24.17,2371
24.2,1872
24.23,1701
24.26,1633
24.29,1574
24.32,1616
24.35,1699
24.38,1710
24.41,1701
24.44,1653
24.47,1416
24.5,1076
24.53,789
24.56,530
24.59,381
24.62,314
24.65,257
24.68,213
24.71,192
24.74,189
24.77,169
24.8,128
24.83,136
24.86,122
24.89,126
24.92,113
24.95,125
24.98,102
25.01,112
25.04,105
25.07,100
25.1,98
25.13,101
25.16,117
25.19,86
25.22,101
25.25,84
25.28,105
25.31,102
25.34,87
25.37,82
25.4,85
25.43,88
25.46,80
25.49,119
25.52,82
25.55,83
25.58,80
25.61,83
25.64,92
25.67,85
25.7,71
25.73,88
25.76,86
25.79,83
25.82,87
25.85,96
25.88,76
25.91,76
25.94,90
25.97,99
26,67
26.03,81
26.06,76
26.09,79
26.12,82
26.15,77
26.18,83
26.21,83
26.24,70
26.27,100
26.3,78
26.33,70
26.36,75
26.39,89
26.42,91
26.45,96
26.48,83
26.51,74
26.54,77
26.57,90
26.6,68
26.63,89
26.66,87
26.69,76
26.72,83
26.75,91
26.78,70
26.81,82
26.84,79
26.87,68
26.9,80
26.93,89
26.96,68
26.99,77
27.02,73
27.05,83
27.08,76
27.11,66
27.14,77
27.17,77
27.2,80
27.23,82
27.26,78
27.29,92
27.32,68
27.35,70
27.38,78
27.41,69
27.44,82
27.47,80
27.5,89
27.53,89
27.56,94
27.59,87
27.62,87
27.65,113
27.68,101
27.71,155
27.74,138
27.77,175
27.8,253
27.83,346
27.86,426
27.89,413
27.92,376
27.95,283
27.98,190
28.01,155
28.04,101
28.07,69
28.1,74
28.13,76
28.16,77
28.19,81
28.22,71
28.25,64
28.28,68
28.31,79
28.34,70
28.37,68
28.4,61
28.43,62
28.46,74
28.49,93
28.52,77
28.55,74
28.58,59
28.61,71
28.64,67
28.67,83
28.7,68
28.73,74
28.76,71
28.79,69
28.82,59
28.85,73
28.88,82
28.91,93
28.94,74
28.97,63
29,60
29.03,76
29.06,57
29.09,81
29.12,79
29.15,62
29.18,70
29.21,74
29.24,71
29.27,74
29.3,96
29.33,87
29.36,105
29.39,116
29.42,137
29.45,162
29.48,235
29.51,389
29.54,525
29.57,457
29.6,453
29.63,383
29.66,297
29.69,235
29.72,183
29.75,151
29.78,131
29.81,136
29.84,106
29.87,96
29.9,97
29.93,89
29.96,87
29.99,62
30.02,85
30.05,65
30.08,68
30.11,70
30.14,87
30.17,77
30.2,68
30.23,74
30.26,72
30.29,56
30.32,64
30.35,52
30.38,68
30.41,80
30.44,63
30.47,56
30.5,53
30.53,77
30.56,62
30.59,73
30.62,78
30.65,75
30.68,71
30.71,74
30.74,60
30.77,66
30.8,69
30.83,69
30.86,91
30.89,72
30.92,77
30.95,77
30.98,67
31.01,54
31.04,91
31.07,60
31.1,74
31.13,73
31.16,63
31.19,65
31.22,83
31.25,66
31.28,78
31.31,69
31.34,79
31.37,63
31.4,87
31.43,71
31.46,72
31.49,63
31.52,73
31.55,71
31.58,73
31.61,75
31.64,63
31.67,68
31.7,57
31.73,61
31.76,74
31.79,65
31.82,63
31.85,68
31.88,57
31.91,70
31.94,69
31.97,53
32,51
32.03,67
32.06,72
32.09,45
32.12,72
32.15,72
32.18,61
32.21,61
32.24,68
32.27,65
32.3,81
32.33,58
32.36,69
32.39,81
32.42,77
32.45,79
32.48,64
32.51,86
32.54,81
32.57,100
32.6,87
32.63,91
32.66,96
32.69,89
32.72,74
32.75,89
32.78,101
32.81,106
32.84,82
32.87,87
32.9,78
32.93,85
32.96,62
32.99,79
33.02,62
33.05,77
33.08,80
33.11,98
33.14,72
33.17,74
33.2,78
33.23,111
33.26,75
33.29,94
33.32,111
33.35,107
33.38,107
33.41,113
33.44,112
33.47,110
33.5,118
33.53,111
33.56,121
33.59,174
33.62,169
33.65,163
33.68,218
33.71,230
33.74,274
33.77,320
33.8,376
33.83,457
33.86,582
33.89,585
33.92,565
33.95,618
33.98,560
34.01,551
34.04,483
34.07,577
34.1,516
34.13,572
34.16,706
34.19,874
34.22,926
34.25,1008
34.28,1011
34.31,914
34.34,826
34.37,858
34.4,748
34.43,768
34.46,776
34.49,847
34.52,862
34.55,893
34.58,904
34.61,994
34.64,1128
34.67,1266
34.7,1430
34.73,1437
34.76,1396
34.79,1128
34.82,967
34.85,696
34.88,545
34.91,362
34.94,321
34.97,208
35,165
35.03,164
35.06,127
35.09,125
35.12,114
35.15,84
35.18,107
35.21,94
35.24,107
35.27,83
35.3,84
35.33,93
35.36,78
35.39,87
35.42,73
35.45,83
35.48,72
35.51,67
35.54,57
35.57,70
35.6,75
35.63,83
35.66,59
35.69,70
35.72,72
35.75,71
35.78,68
35.81,68
35.84,74
35.87,67
35.9,62
35.93,78
35.96,67
35.99,56
36.02,70
36.05,76
36.08,82
36.11,86
36.14,88
36.17,115
36.2,90
36.23,78
36.26,75
36.29,53
36.32,55
36.35,59
36.38,61
36.41,60
36.44,59
36.47,72
36.5,57
36.53,69
36.56,70
36.59,64
36.62,59
36.65,69
36.68,61
36.71,56
36.74,53
36.77,56
36.8,54
36.83,62
36.86,49
36.89,54
36.92,56
36.95,62
36.98,54
37.01,51
37.04,49
37.07,70
37.1,68
37.13,53
37.16,50
37.19,45
37.22,58
37.25,69
37.28,54
37.31,51
37.34,58
37.37,67
37.4,62
37.43,72
37.46,61
37.49,47
37.52,55
37.55,48
37.58,60
37.61,59
37.64,61
37.67,52
37.7,58
37.73,63
37.76,89
37.79,62
37.82,65
37.85,75
37.88,80
37.91,79
37.94,61
37.97,82
38,70
38.03,76
38.06,86
38.09,82
38.12,89
38.15,73
38.18,79
38.21,78
38.24,69
38.27,74
38.3,70
38.33,65
38.36,60
38.39,62
38.42,66
38.45,54
38.48,53
38.51,76
38.54,63
38.57,62
38.6,51
38.63,63
38.66,55
38.69,63
38.72,68
38.75,64
38.78,64
38.81,69
38.84,54
38.87,62
38.9,49
38.93,65
38.96,68
38.99,64
39.02,77
39.05,72
39.08,69
39.11,55
39.14,65
39.17,63
39.2,64
39.23,62
39.26,74
39.29,71
39.32,88
39.35,82
39.38,110
