Bragg_angle,Intensity
\circ,a.u.
5,310
5.05,328
5.1,336
5.15,350
5.2,295
5.25,290
5.3,310
5.35,290
5.4,294
5.45,296
5.5,274
5.55,278
5.6,223
5.65,281
5.7,245
5.75,253
5.8,251
5.85,246
5.9,241
5.95,267
6,280
6.05,239
6.1,279
6.15,278
6.2,276
6.25,303
6.3,273
6.35,303
6.4,296
6.45,303
6.5,287
6.55,309
6.6,267
6.65,311
6.7,260
6.75,280
6.8,284
6.85,232
6.9,244
6.95,228
7,200
7.05,199
7.1,210
7.15,204
7.2,161
7.25,192
7.3,205
7.35,190
7.4,217
7.45,210
7.5,228
7.55,213
7.6,207
7.65,220
7.7,210
7.75,227
7.8,210
7.85,193
7.9,206
7.95,208
8,239
8.05,215
8.1,213
8.15,215
8.2,200
8.25,189
8.3,197
8.35,197
8.4,208
8.45,190
8.5,213
8.55,191
8.6,190
8.65,176
8.7,210
8.75,195
8.8,175
8.85,182
8.9,184
8.95,183
9,195
9.05,191
9.1,225
9.15,217
9.2,214
9.25,209
9.3,247
9.35,272
9.4,233
9.45,257
9.5,270
9.55,266
9.6,291
9.65,300
9.7,303
9.75,295
9.8,295
9.85,283
9.9,298
9.95,276
10,292
10.05,269
10.1,286
10.15,286
10.2,288
10.25,265
10.3,239
10.35,278
10.4,243
10.45,216
10.5,246
10.55,228
10.6,208
10.65,195
10.7,203
10.75,190
10.8,196
10.85,191
10.9,208
10.95,179
11,194
11.05,173
11.1,187
11.15,158
11.2,194
11.25,194
11.3,177
11.35,174
11.4,174
11.45,181
11.5,164
11.55,169
11.6,171
11.65,172
11.7,133
11.75,197
11.8,182
11.85,167
11.9,169
11.95,183
12,185
12.05,188
12.1,199
12.15,189
12.2,208
12.25,178
12.3,169
12.35,161
12.4,193
12.45,169
12.5,191
12.55,184
12.6,174
12.65,202
12.7,198
12.75,193
12.8,170
12.85,169
12.9,196
12.95,208
13,189
13.05,166
13.1,170
13.15,186
13.2,176
13.25,156
13.3,178
13.35,175
13.4,186
