Bragg_angle,Intensity
\circ,a.u.
4.87,275
4.92,293
4.97,283
5.02,279
5.07,258
5.12,287
5.17,294
5.22,279
5.27,292
5.32,255
5.37,267
5.42,249
5.47,241
5.52,261
5.57,264
5.62,246
5.67,250
5.72,257
5.77,256
5.82,267
5.87,259
5.92,272
5.97,289
6.02,253
6.07,273
6.12,296
6.17,284
6.22,274
6.27,255
6.32,297
6.37,272
6.42,261
6.47,289
6.52,277
6.57,285
6.62,278
6.67,253
6.72,258
6.77,250
6.82,236
6.87,218
6.92,222
6.97,203
7.02,191
7.07,175
7.12,213
7.17,226
7.22,190
7.27,194
7.32,201
7.37,198
7.42,199
7.47,213
7.52,209
7.57,224
7.62,200
7.67,191
7.72,191
7.77,176
7.82,186
7.87,181
7.92,196
7.97,204
8.02,190
8.07,198
8.12,186
8.17,184
8.22,187
8.27,181
8.32,167
8.37,177
8.42,213
8.47,186
8.52,195
8.57,204
8.62,180
8.67,209
8.72,196
8.77,232
8.82,218
8.87,223
8.92,206
8.97,242
9.02,255
9.07,296
9.12,276
9.17,334
9.22,339
9.27,327
9.32,348
9.37,361
9.42,331
9.47,360
9.52,349
9.57,360
9.62,361
9.67,339
9.72,370
9.77,345
9.82,327
9.87,355
9.92,336
9.97,332
10.02,348
10.07,322
10.12,309
10.17,292
10.22,328
10.27,282
10.32,259
10.37,239
10.42,229
10.47,180
10.52,179
10.57,202
10.62,208
10.67,178
10.72,195
10.77,200
10.82,187
10.87,165
10.92,179
10.97,177
11.02,176
11.07,153
11.12,167
11.17,147
11.22,172
11.27,137
11.32,135
11.37,140
11.42,143
11.47,129
11.52,131
11.57,148
11.62,137
11.67,157
11.72,159
11.77,156
11.82,137
11.87,159
11.92,158
11.97,129
12.02,144
12.07,139
12.12,152
12.17,145
12.22,143
12.27,135
12.32,162
12.37,141
12.42,145
12.47,147
12.52,167
12.57,147
12.62,179
12.67,162
12.72,134
12.77,138
12.82,152
12.87,169
12.92,156
12.97,161
13.02,135
13.07,146
13.12,140
13.17,168
13.22,135
13.27,156
13.32,142
13.37,178
13.42,148
13.47,127
13.52,135
13.57,156
13.62,135
13.67,160
13.72,138
13.77,140
13.82,141
13.87,137
13.92,127
13.97,129
14.02,140
14.07,139
14.12,138
14.17,141
14.22,126
14.27,145
14.32,150
14.37,127
14.42,138
14.47,158
14.52,153
14.57,157
14.62,154
14.67,138
14.72,141
14.77,151
14.82,142
14.87,175
14.92,118
14.97,179
15.02,139
15.07,156
15.12,132
15.17,152
15.22,147
15.27,133
15.32,144
15.37,156
15.42,141
15.47,148
15.52,155
15.57,178
15.62,177
15.67,164
15.72,147
15.77,164
15.82,183
15.87,150
15.92,160
15.97,170
16.02,161
16.07,121
16.12,165
16.17,163
16.22,148
16.27,182
16.32,153
16.37,150
16.42,162
16.47,151
16.52,158
16.57,156
16.62,145
16.67,148
16.72,155
16.77,151
16.82,142
16.87,162
16.92,134
16.97,149
17.02,141
17.07,156
17.12,152
17.17,146
17.22,136
17.27,164
17.32,142
17.37,131
17.42,118
17.47,130
17.52,143
17.57,104
17.62,115
17.67,113
17.72,125
17.77,110
17.82,149
17.87,119
17.92,110
17.97,125
18.02,128
18.07,118
18.12,130
18.17,133
18.22,144
18.27,130
18.32,128
18.37,113
