Bragg_angle,Intensity
\circ,a.u.
5,241
5.03,202
5.06,196
5.09,185
5.12,202
5.15,196
5.18,206
5.21,212
5.24,193
5.27,206
5.3,199
5.33,206
5.36,225
5.39,217
5.42,211
5.45,212
5.48,225
5.51,210
5.54,237
5.57,215
5.6,204
5.63,219
5.66,209
5.69,221
5.72,198
5.75,195
5.78,210
5.81,200
5.84,206
5.87,169
5.9,183
5.93,159
5.96,161
5.99,157
6.02,141
6.05,148
6.08,148
6.11,148
6.14,142
6.17,159
6.2,142
6.23,135
6.26,182
6.29,139
6.32,151
6.35,165
6.38,166
6.41,171
6.44,138
6.47,136
6.5,156
6.53,143
6.56,157
6.59,144
6.62,155
6.65,141
6.68,119
6.71,145
6.74,138
6.77,126
6.8,115
6.83,119
6.86,139
6.89,128
6.92,139
6.95,127
6.98,110
7.01,129
7.04,119
7.07,146
7.1,146
7.13,130
7.16,140
7.19,144
7.22,123
7.25,121
7.28,146
7.31,134
7.34,166
7.37,158
7.4,143
7.43,170
7.46,154
7.49,151
7.52,161
7.55,142
7.58,148
7.61,130
7.64,155
7.67,168
7.7,131
7.73,177
7.76,149
7.79,154
7.82,172
7.85,148
7.88,162
7.91,149
7.94,150
7.97,168
8,154
8.03,129
8.06,137
8.09,129
8.12,139
8.15,157
8.18,131
8.21,112
8.24,137
8.27,137
8.3,147
8.33,129
8.36,113
8.39,131
8.42,134
8.45,130
8.48,114
8.51,128
8.54,117
8.57,129
8.6,112
8.63,101
8.66,113
8.69,128
8.72,106
8.75,131
8.78,127
8.81,151
8.84,122
8.87,134
8.9,146
8.93,154
8.96,161
8.99,153
9.02,150
9.05,167
9.08,151
9.11,159
9.14,169
9.17,198
9.2,171
9.23,188
9.26,162
9.29,191
9.32,175
9.35,182
9.38,223
9.41,210
9.44,205
9.47,207
9.5,191
9.53,227
9.56,262
9.59,213
9.62,216
9.65,206
9.68,217
9.71,229
9.74,210
9.77,233
9.8,212
9.83,209
9.86,231
9.89,232
9.92,226
9.95,253
9.98,240
10.01,227
10.04,243
10.07,254
10.1,229
10.13,213
10.16,194
10.19,205
10.22,203
10.25,202
10.28,214
10.31,190
10.34,210
10.37,222
10.4,168
10.43,201
10.46,168
10.49,172
10.52,180
10.55,163
10.58,149
10.61,148
10.64,142
10.67,144
10.7,133
10.73,129
10.76,119
10.79,118
10.82,120
10.85,113
10.88,121
10.91,115
10.94,115
10.97,108
11,130
11.03,117
11.06,110
11.09,110
11.12,109
11.15,112
11.18,102
11.21,116
11.24,107
11.27,104
11.3,114
11.33,121
11.36,119
11.39,106
11.42,109
11.45,115
11.48,107
11.51,100
11.54,106
11.57,108
11.6,115
11.63,126
11.66,145
11.69,102
11.72,111
11.75,128
11.78,90
11.81,127
11.84,119
11.87,124
11.9,107
11.93,116
11.96,106
11.99,126
12.02,125
12.05,117
12.08,102
12.11,106
12.14,101
12.17,105
12.2,109
12.23,119
12.26,115
12.29,113
12.32,118
12.35,118
12.38,140
12.41,108
12.44,102
12.47,118
12.5,112
12.53,115
12.56,116
12.59,127
12.62,123
12.65,117
12.68,124
12.71,109
12.74,100
12.77,114
12.8,110
12.83,114
12.86,115
12.89,106
12.92,127
12.95,104
12.98,119
13.01,110
13.04,116
13.07,120
13.1,86
13.13,133
13.16,112
13.19,108
13.22,108
13.25,96
13.28,115
13.31,116
13.34,108
13.37,104
13.4,93
13.43,110
13.46,122
13.49,109
13.52,85
13.55,103
13.58,103
13.61,91
13.64,116
13.67,95
13.7,121
13.73,87
13.76,86
13.79,95
13.82,99
13.85,112
13.88,98
13.91,99
13.94,97
13.97,100
14,106
14.03,94
14.06,104
14.09,90
14.12,98
14.15,99
14.18,104
14.21,111
14.24,98
14.27,86
14.3,118
14.33,83
14.36,100
14.39,89
14.42,94
14.45,92
14.48,107
14.51,89
14.54,132
14.57,110
14.6,115
14.63,105
14.66,116
14.69,95
14.72,90
14.75,113
14.78,100
14.81,100
14.84,95
14.87,115
14.9,111
14.93,98
14.96,116
14.99,104
15.02,120
15.05,97
15.08,97
15.11,87
15.14,118
15.17,106
15.2,119
15.23,92
15.26,98
15.29,126
15.32,122
15.35,119
15.38,107
15.41,109
15.44,109
15.47,93
15.5,106
15.53,117
15.56,105
15.59,122
15.62,88
15.65,116
15.68,118
15.71,112
15.74,115
15.77,99
15.8,95
15.83,113
15.86,102
15.89,96
15.92,103
15.95,101
15.98,103
16.01,96
16.04,107
16.07,109
16.1,109
16.13,112
16.16,106
16.19,83
16.22,91
16.25,90
16.28,99
16.31,118
16.34,95
16.37,94
16.4,90
16.43,108
16.46,95
16.49,81
16.52,92
16.55,90
16.58,86
16.61,102
16.64,87
16.67,89
16.7,96
16.73,110
16.76,85
16.79,91
16.82,88
16.85,69
16.88,91
16.91,94
16.94,88
16.97,100
17,98
17.03,77
17.06,73
17.09,90
17.12,100
17.15,101
17.18,96
17.21,85
17.24,77
17.27,95
17.3,96
17.33,84
17.36,71
17.39,82
17.42,70
17.45,78
17.48,89
17.51,92
17.54,70
17.57,103
17.6,105
17.63,83
17.66,89
17.69,112
17.72,99
17.75,92
17.78,82
17.81,72
17.84,86
17.87,76
17.9,96
17.93,73
17.96,75
17.99,75
18.02,97
18.05,86
18.08,94
18.11,75
18.14,95
18.17,71
18.2,91
18.23,82
18.26,77
18.29,74
18.32,90
18.35,74
18.38,77
18.41,77
18.44,80
18.47,82
18.5,80
18.53,87
18.56,87
18.59,89
18.62,87
18.65,82
18.68,71
18.71,90
18.74,69
18.77,94
18.8,98
18.83,107
18.86,112
18.89,96
18.92,79
18.95,69
18.98,92
19.01,100
19.04,76
19.07,93
19.1,106
19.13,99
19.16,98
19.19,112
19.22,115
19.25,88
19.28,113
19.31,126
19.34,151
19.37,159
19.4,196
19.43,228
19.46,307
19.49,374
19.52,449
19.55,607
19.58,805
19.61,989
19.64,1031
19.67,895
19.7,692
19.73,542
19.76,433
19.79,374
19.82,307
19.85,323
19.88,310
19.91,315
19.94,347
19.97,351
20,338
20.03,392
20.06,416
20.09,385
20.12,351
20.15,275
20.18,227
20.21,142
20.24,151
20.27,129
20.3,131
20.33,125
20.36,89
20.39,95
20.42,100
20.45,109
20.48,114
20.51,80
20.54,78
20.57,85
20.6,104
20.63,73
20.66,76
20.69,80
20.72,94
20.75,88
20.78,86
20.81,90
20.84,81
20.87,99
20.9,88
20.93,75
20.96,84
20.99,75
21.02,79
21.05,88
21.08,80
21.11,74
21.14,78
21.17,95
21.2,76
21.23,82
21.26,74
21.29,75
21.32,80
21.35,80
21.38,76
21.41,79
21.44,91
21.47,84
21.5,81
21.53,72
21.56,109
21.59,91
21.62,114
21.65,90
21.68,96
21.71,103
21.74,108
21.77,104
21.8,88
21.83,81
21.86,108
21.89,84
21.92,75
21.95,90
21.98,99
22.01,104
22.04,90
22.07,84
22.1,87
22.13,77
22.16,86
22.19,68
22.22,77
22.25,76
22.28,75
22.31,77
22.34,72
22.37,84
22.4,90
22.43,77
22.46,70
22.49,62
22.52,76
22.55,69
22.58,71
22.61,80
22.64,77
22.67,71
22.7,62
22.73,84
22.76,76
22.79,76
22.82,68
22.85,87
22.88,77
22.91,83
22.94,78
22.97,78
23,87
23.03,82
23.06,83
23.09,67
23.12,76
23.15,98
23.18,86
23.21,77
23.24,90
23.27,100
23.3,107
23.33,86
23.36,105
23.39,102
23.42,134
23.45,95
23.48,98
23.51,110
23.54,98
23.57,123
23.6,128
23.63,158
23.66,134
23.69,188
23.72,181
23.75,213
23.78,255
23.81,309
23.84,418
23.87,531
23.9,656
23.93,940
23.96,1263
23.99,1773
24.02,2510
24.05,3446
24.08,4038
24.11,3862
24.14,3180
24.17,2488
24.2,1958
24.23,1634
24.26,1350
24.29,1327
24.32,1373
24.35,1393
24.38,1434
24.41,1561
24.44,1558
24.47,1474
24.5,1230
24.53,941
24.56,640
24.59,488
24.62,353
24.65,275
24.68,236
24.71,195
24.74,176
24.77,140
