Bragg_angle,Intensity
\circ,a.u.
5,361
5.05,406
5.1,394
5.15,404
5.2,369
5.25,364
5.3,343
5.35,355
5.4,339
5.45,343
5.5,356
5.55,333
5.6,329
5.65,314
5.7,313
5.75,342
5.8,321
5.85,325
5.9,300
5.95,339
6,354
6.05,350
6.1,353
6.15,347
6.2,344
6.25,328
6.3,335
6.35,337
6.4,329
6.45,355
6.5,314
6.55,328
6.6,330
6.65,331
6.7,314
6.75,291
6.8,321
6.85,278
6.9,277
6.95,251
7,276
7.05,278
7.1,259
7.15,272
7.2,293
7.25,226
7.3,256
7.35,278
7.4,284
7.45,280
7.5,248
7.55,253
7.6,248
7.65,268
7.7,283
7.75,261
7.8,246
7.85,273
7.9,226
7.95,221
8,277
8.05,267
8.1,260
8.15,305
8.2,265
8.25,262
8.3,241
8.35,244
8.4,258
8.45,267
8.5,264
8.55,228
8.6,262
8.65,289
8.7,268
8.75,264
8.8,253
8.85,253
8.9,260
8.95,303
9,306
9.05,306
9.1,339
9.15,353
9.2,369
9.25,407
9.3,380
9.35,411
9.4,419
9.45,398
9.5,447
9.55,426
9.6,388
9.65,450
9.7,402
9.75,438
9.8,450
9.85,463
9.9,452
9.95,403
10,373
10.05,463
10.1,455
10.15,394
10.2,384
10.25,424
10.3,386
10.35,356
10.4,353
10.45,328
10.5,314
10.55,267
10.6,271
10.65,250
10.7,241
10.75,261
10.8,214
10.85,258
10.9,247
10.95,217
11,231
11.05,218
11.1,206
11.15,224
11.2,206
11.25,189
11.3,216
11.35,180
11.4,200
11.45,229
11.5,216
11.55,234
11.6,226
11.65,197
11.7,179
11.75,204
11.8,219
11.85,191
11.9,209
11.95,226
12,192
12.05,197
12.1,209
12.15,190
12.2,216
12.25,212
12.3,194
12.35,217
12.4,214
12.45,223
12.5,205
12.55,200
12.6,222
12.65,208
12.7,214
12.75,253
12.8,197
12.85,185
12.9,222
12.95,199
13,233
13.05,207
13.1,194
13.15,206
13.2,205
13.25,227
13.3,190
13.35,191
13.4,211
13.45,204
13.5,200
13.55,195
13.6,200
13.65,190
13.7,178
13.75,199
13.8,183
13.85,214
13.9,198
13.95,206
14,200
14.05,234
14.1,180
14.15,197
14.2,205
14.25,205
14.3,210
14.35,198
14.4,209
14.45,213
14.5,197
14.55,214
14.6,199
14.65,219
14.7,200
14.75,214
14.8,225
14.85,231
14.9,196
14.95,202
15,208
15.05,228
15.1,191
15.15,194
15.2,204
15.25,195
15.3,201
15.35,207
15.4,192
15.45,221
15.5,215
15.55,198
15.6,219
15.65,214
15.7,206
15.75,186
15.8,207
15.85,197
15.9,187
15.95,208
16,204
16.05,211
16.1,214
16.15,206
16.2,214
16.25,203
16.3,208
16.35,204
16.4,196
16.45,204
16.5,203
16.55,215
16.6,208
16.65,201
16.7,211
16.75,181
16.8,171
16.85,198
16.9,184
16.95,187
17,169
17.05,185
17.1,174
17.15,195
17.2,195
17.25,183
17.3,198
17.35,194
17.4,183
17.45,189
17.5,170
17.55,169
17.6,151
17.65,196
17.7,211
17.75,207
17.8,168
17.85,184
17.9,191
17.95,189
18,210
18.05,195
18.1,195
18.15,196
18.2,195
18.25,180
18.3,181
18.35,176
18.4,199
18.45,196
18.5,166
18.55,184
18.6,174
18.65,175
18.7,183
18.75,165
18.8,175
18.85,183
18.9,158
18.95,163
19,193
19.05,175
19.1,171
19.15,180
19.2,189
19.25,194
19.3,217
19.35,189
19.4,204
19.45,205
19.5,176
19.55,184
19.6,182
19.65,180
19.7,188
19.75,191
19.8,203
19.85,202
19.9,192
19.95,166
20,187
20.05,174
20.1,225
20.15,203
20.2,216
20.25,193
20.3,216
20.35,230
20.4,191
20.45,203
20.5,189
20.55,207
20.6,197
20.65,189
20.7,179
20.75,174
20.8,173
20.85,166
20.9,183
20.95,204
21,204
21.05,217
21.1,198
21.15,195
21.2,177
21.25,202
21.3,227
21.35,198
21.4,204
21.45,190
21.5,207
21.55,211
21.6,206
21.65,200
21.7,207
21.75,201
21.8,197
21.85,243
21.9,228
21.95,235
22,234
22.05,269
22.1,291
22.15,288
22.2,333
22.25,386
22.3,438
22.35,473
22.4,577
22.45,671
22.5,851
22.55,990
22.6,1132
22.65,1232
22.7,1212
22.75,1049
22.8,792
22.85,690
22.9,523
22.95,433
23,385
23.05,307
23.1,284
23.15,247
23.2,237
23.25,226
23.3,247
23.35,223
23.4,199
23.45,202
23.5,214
23.55,205
23.6,181
23.65,184
23.7,200
23.75,177
23.8,194
23.85,186
23.9,154
23.95,176
24,182
24.05,170
24.1,181
24.15,205
24.2,179
24.25,198
24.3,199
24.35,158
24.4,158
24.45,156
24.5,196
24.55,189
24.6,195
24.65,193
24.7,158
24.75,183
24.8,211
24.85,158
24.9,204
24.95,201
25,218
25.05,215
25.1,183
25.15,173
25.2,188
25.25,169
25.3,163
25.35,181
25.4,171
25.45,150
25.5,188
25.55,189
25.6,202
25.65,168
25.7,164
25.75,194
25.8,170
25.85,190
25.9,206
25.95,178
26,210
26.05,182
26.1,197
26.15,221
26.2,149
26.25,170
26.3,170
26.35,191
26.4,166
26.45,182
26.5,167
26.55,186
26.6,169
26.65,177
26.7,190
26.75,167
26.8,205
26.85,203
26.9,193
