Bragg_angle,Intensity
\circ,a.u.
5,290
5.05,269
5.1,257
5.15,259
5.2,287
5.25,276
5.3,248
5.35,278
5.4,248
5.45,270
5.5,279
5.55,248
5.6,270
5.65,267
5.7,250
5.75,254
5.8,275
5.85,221
5.9,259
5.95,220
6,234
6.05,275
6.1,239
6.15,232
6.2,268
6.25,265
6.3,258
6.35,254
6.4,260
6.45,258
6.5,271
6.55,239
6.6,294
6.65,231
6.7,243
6.75,264
6.8,235
6.85,254
6.9,239
6.95,236
7,239
7.05,223
7.1,207
7.15,221
7.2,222
7.25,204
7.3,224
7.35,222
7.4,193
7.45,207
7.5,219
7.55,180
7.6,209
7.65,192
7.7,213
7.75,190
7.8,197
7.85,193
7.9,211
7.95,194
8,176
8.05,168
8.1,214
8.15,166
8.2,194
8.25,170
8.3,175
8.35,185
8.4,187
8.45,198
8.5,194
8.55,189
8.6,182
8.65,205
8.7,198
8.75,204
8.8,216
8.85,210
8.9,232
8.95,252
9,240
9.05,243
9.1,248
9.15,287
9.2,253
9.25,291
9.3,302
9.35,319
9.4,303
9.45,273
9.5,309
9.55,326
9.6,316
9.65,319
9.7,295
9.75,311
9.8,362
9.85,308
9.9,329
9.95,286
10,320
10.05,331
10.1,304
10.15,317
10.2,325
10.25,287
10.3,312
10.35,263
10.4,276
10.45,244
10.5,223
10.55,220
10.6,204
10.65,191
10.7,186
10.75,196
10.8,209
10.85,209
10.9,183
10.95,179
11,172
11.05,176
11.1,147
11.15,180
11.2,154
11.25,193
11.3,154
11.35,153
11.4,174
11.45,164
11.5,172
11.55,153
11.6,153
11.65,158
11.7,138
11.75,152
11.8,157
11.85,142
11.9,143
11.95,137
12,159
12.05,120
12.1,150
12.15,151
12.2,149
12.25,142
12.3,164
12.35,133
12.4,155
12.45,168
12.5,173
12.55,162
12.6,143
12.65,136
12.7,151
12.75,147
12.8,153
12.85,160
12.9,165
12.95,156
13,147
13.05,134
13.1,164
13.15,135
13.2,132
13.25,146
13.3,139
13.35,147
13.4,134
13.45,131
13.5,157
13.55,127
13.6,164
13.65,127
13.7,118
13.75,140
13.8,140
13.85,135
13.9,154
13.95,134
14,113
14.05,118
14.1,129
14.15,131
14.2,136
14.25,135
14.3,134
14.35,139
14.4,141
14.45,154
14.5,125
14.55,134
14.6,154
14.65,143
14.7,144
14.75,125
14.8,131
14.85,123
14.9,141
14.95,136
15,141
15.05,129
15.1,145
15.15,127
15.2,132
15.25,160
15.3,127
15.35,138
15.4,156
15.45,137
15.5,139
15.55,155
15.6,140
15.65,157
15.7,158
15.75,161
15.8,138
15.85,153
15.9,126
15.95,124
16,124
16.05,137
16.1,132
16.15,127
16.2,112
16.25,141
16.3,124
16.35,119
16.4,150
16.45,134
16.5,136
16.55,125
16.6,131
16.65,131
16.7,131
16.75,143
16.8,121
16.85,119
16.9,124
16.95,122
17,138
17.05,127
17.1,124
17.15,131
17.2,123
17.25,125
17.3,128
17.35,102
17.4,145
17.45,113
17.5,123
17.55,143
17.6,125
17.65,118
17.7,128
17.75,112
17.8,126
17.85,132
17.9,128
17.95,141
18,121
18.05,113
18.1,120
18.15,141
18.2,120
18.25,132
18.3,142
18.35,114
18.4,125
18.45,121
18.5,121
18.55,109
18.6,116
18.65,117
18.7,116
18.75,121
18.8,109
18.85,107
18.9,107
18.95,114
19,122
19.05,102
19.1,131
19.15,111
19.2,119
19.25,116
19.3,112
19.35,110
19.4,107
19.45,97
19.5,131
19.55,124
19.6,100
19.65,108
19.7,87
19.75,128
19.8,133
19.85,116
19.9,133
19.95,113
20,105
20.05,128
20.1,105
20.15,124
20.2,109
20.25,112
20.3,117
20.35,108
20.4,117
20.45,131
20.5,128
20.55,104
20.6,109
20.65,115
20.7,108
20.75,123
20.8,150
20.85,100
20.9,174
20.95,176
21,200
21.05,240
21.1,348
21.15,374
21.2,355
21.25,227
21.3,160
21.35,144
21.4,132
21.45,123
21.5,104
21.55,120
21.6,107
21.65,117
21.7,110
21.75,107
21.8,130
21.85,102
