Bragg_angle,Intensity
\circ,a.u.
5,281
5.03,275
5.06,267
5.09,229
5.12,274
5.15,260
5.18,270
5.21,276
5.24,303
5.27,284
5.3,277
5.33,321
5.36,271
5.39,298
5.42,245
5.45,279
5.48,276
5.51,283
5.54,289
5.57,256
5.6,255
5.63,247
5.66,240
5.69,226
5.72,251
5.75,221
5.78,215
5.81,199
5.84,207
5.87,220
5.9,210
5.93,193
5.96,232
5.99,216
6.02,186
6.05,204
6.08,174
6.11,218
6.14,204
6.17,216
6.2,194
6.23,194
6.26,205
6.29,194
6.32,197
6.35,204
6.38,187
6.41,189
6.44,184
6.47,190
6.5,189
6.53,227
6.56,210
6.59,192
6.62,201
6.65,188
6.68,184
6.71,174
6.74,159
6.77,182
6.8,181
6.83,188
6.86,179
6.89,193
6.92,172
6.95,172
6.98,182
7.01,170
7.04,179
7.07,175
7.1,167
7.13,218
7.16,159
7.19,157
7.22,176
7.25,165
7.28,195
7.31,201
7.34,190
7.37,197
7.4,177
7.43,217
7.46,237
7.49,228
7.52,190
7.55,199
7.58,227
7.61,201
7.64,194
7.67,172
7.7,194
7.73,180
7.76,199
7.79,185
7.82,206
7.85,184
7.88,204
7.91,174
7.94,178
7.97,170
8,154
8.03,186
8.06,183
8.09,192
8.12,174
8.15,160
8.18,170
8.21,171
8.24,166
8.27,154
8.3,178
8.33,147
8.36,158
8.39,160
8.42,155
8.45,165
8.48,138
8.51,158
8.54,161
8.57,172
8.6,170
8.63,194
8.66,162
8.69,183
8.72,185
8.75,217
8.78,196
8.81,172
8.84,200
8.87,201
8.9,208
8.93,218
8.96,214
8.99,204
9.02,214
9.05,244
9.08,242
9.11,229
9.14,249
9.17,222
9.2,249
9.23,276
9.26,258
9.29,282
9.32,316
9.35,300
9.38,296
9.41,309
9.44,303
9.47,259
9.5,326
9.53,310
9.56,317
9.59,325
9.62,300
9.65,344
9.68,293
9.71,298
9.74,339
9.77,296
9.8,316
9.83,323
9.86,326
9.89,292
9.92,343
9.95,284
9.98,289
10.01,307
10.04,321
10.07,322
10.1,258
10.13,271
10.16,314
10.19,248
10.22,282
10.25,277
10.28,265
10.31,237
10.34,262
10.37,251
10.4,265
10.43,241
10.46,243
10.49,219
10.52,203
10.55,166
10.58,173
10.61,157
10.64,151
10.67,143
10.7,151
10.73,150
10.76,145
10.79,148
10.82,134
10.85,145
10.88,137
10.91,125
10.94,147
10.97,150
11,141
11.03,149
11.06,136
11.09,156
11.12,124
11.15,139
11.18,134
11.21,132
11.24,164
11.27,147
11.3,142
11.33,141
11.36,133
11.39,149
11.42,136
11.45,141
11.48,142
11.51,148
11.54,116
11.57,147
11.6,131
11.63,127
11.66,139
11.69,154
11.72,159
11.75,140
11.78,143
11.81,152
11.84,140
11.87,136
11.9,151
11.93,137
11.96,157
11.99,126
12.02,147
12.05,141
12.08,139
12.11,139
12.14,145
12.17,160
12.2,152
12.23,128
12.26,147
12.29,147
12.32,130
12.35,148
12.38,140
12.41,169
12.44,148
12.47,146
12.5,152
12.53,139
12.56,158
12.59,137
12.62,147
12.65,146
12.68,141
12.71,144
12.74,149
12.77,146
12.8,120
12.83,136
12.86,126
12.89,149
12.92,149
12.95,124
12.98,140
13.01,113
13.04,131
13.07,146
13.1,140
13.13,148
13.16,129
13.19,113
13.22,134
13.25,142
13.28,117
13.31,113
13.34,134
13.37,156
13.4,119
13.43,140
13.46,132
13.49,133
13.52,118
13.55,114
13.58,117
13.61,143
13.64,127
13.67,128
13.7,131
13.73,116
13.76,133
13.79,127
13.82,125
13.85,124
13.88,140
13.91,120
13.94,130
13.97,123
14,149
14.03,103
14.06,133
14.09,141
14.12,136
14.15,135
14.18,135
14.21,104
14.24,137
14.27,145
14.3,132
14.33,114
14.36,111
14.39,133
14.42,136
14.45,114
14.48,112
14.51,146
14.54,115
14.57,132
14.6,132
14.63,131
14.66,119
14.69,132
14.72,132
14.75,141
14.78,135
14.81,126
14.84,155
14.87,140
14.9,129
14.93,120
14.96,149
14.99,136
15.02,135
15.05,142
15.08,129
15.11,142
15.14,127
15.17,94
15.2,116
15.23,127
15.26,129
15.29,121
15.32,127
15.35,147
15.38,140
15.41,117
15.44,135
15.47,134
15.5,139
15.53,115
15.56,113
15.59,113
15.62,114
15.65,129
15.68,132
15.71,138
15.74,117
15.77,121
15.8,131
15.83,118
15.86,124
15.89,114
15.92,121
15.95,131
15.98,102
16.01,129
16.04,105
16.07,131
16.1,109
16.13,108
16.16,107
16.19,108
16.22,87
16.25,111
16.28,103
16.31,98
16.34,110
16.37,124
16.4,105
16.43,104
16.46,111
16.49,123
16.52,124
16.55,125
16.58,103
16.61,106
16.64,108
16.67,104
16.7,95
16.73,99
16.76,112
16.79,86
16.82,98
16.85,129
16.88,112
16.91,113
16.94,92
16.97,104
17,113
17.03,88
17.06,102
17.09,112
17.12,100
17.15,98
17.18,102
17.21,88
17.24,104
17.27,96
17.3,99
17.33,87
17.36,98
17.39,119
17.42,109
17.45,95
17.48,108
17.51,100
17.54,94
17.57,108
17.6,100
17.63,104
17.66,106
17.69,117
17.72,96
17.75,85
17.78,93
17.81,86
17.84,100
17.87,88
17.9,96
17.93,101
17.96,91
17.99,91
18.02,109
18.05,109
18.08,86
18.11,96
18.14,89
18.17,94
18.2,92
18.23,84
18.26,85
18.29,85
18.32,100
18.35,99
18.38,75
18.41,111
18.44,95
18.47,101
18.5,103
18.53,89
18.56,93
18.59,92
18.62,84
18.65,103
18.68,98
18.71,96
18.74,98
18.77,105
18.8,114
18.83,87
18.86,78
18.89,98
18.92,101
18.95,101
18.98,84
19.01,103
19.04,111
19.07,128
19.1,91
19.13,99
19.16,129
19.19,129
19.22,106
19.25,161
19.28,162
19.31,175
19.34,210
19.37,255
19.4,332
19.43,383
19.46,505
19.49,660
19.52,688
19.55,694
19.58,569
19.61,442
19.64,377
19.67,315
19.7,297
19.73,255
19.76,275
19.79,248
19.82,282
19.85,283
19.88,263
19.91,303
19.94,291
19.97,299
20,298
20.03,243
20.06,200
20.09,137
20.12,119
20.15,156
20.18,97
20.21,114
20.24,95
20.27,109
20.3,119
20.33,98
20.36,107
20.39,82
20.42,84
20.45,97
20.48,96
20.51,96
20.54,95
20.57,85
20.6,92
20.63,79
20.66,88
20.69,94
20.72,82
20.75,87
20.78,82
20.81,90
20.84,98
20.87,76
20.9,90
20.93,105
20.96,99
20.99,79
21.02,73
21.05,79
21.08,76
21.11,91
21.14,88
21.17,74
21.2,84
21.23,75
21.26,89
21.29,76
21.32,82
21.35,113
21.38,101
21.41,91
21.44,85
21.47,89
21.5,90
21.53,103
21.56,114
21.59,111
21.62,120
21.65,132
21.68,120
21.71,117
21.74,97
21.77,102
21.8,90
21.83,97
21.86,100
21.89,86
21.92,113
21.95,106
21.98,106
22.01,100
22.04,92
22.07,88
22.1,92
22.13,95
22.16,80
22.19,74
22.22,90
22.25,89
22.28,82
22.31,79
22.34,93
22.37,84
22.4,80
22.43,85
22.46,87
22.49,75
22.52,81
22.55,84
22.58,76
22.61,90
22.64,89
22.67,83
22.7,81
22.73,92
22.76,82
22.79,78
22.82,77
22.85,82
22.88,80
22.91,81
22.94,89
22.97,84
23,89
23.03,108
23.06,115
23.09,126
23.12,121
23.15,152
23.18,137
23.21,119
23.24,114
23.27,114
23.3,100
23.33,137
23.36,103
23.39,120
23.42,124
23.45,131
23.48,137
23.51,147
23.54,181
23.57,157
23.6,184
23.63,260
23.66,258
23.69,370
23.72,403
23.75,565
23.78,715
23.81,982
23.84,1239
23.87,1839
23.9,2666
23.93,3715
23.96,4579
23.99,4651
24.02,4212
24.05,3421
24.08,2736
24.11,2020
24.14,1824
24.17,1660
24.2,1727
24.23,1638
24.26,1691
24.29,1858
24.32,1831
24.35,1848
24.38,1531
24.41,1269
24.44,915
24.47,615
24.5,468
24.53,382
24.56,287
24.59,221
24.62,181
24.65,202
24.68,170
24.71,161
24.74,130
24.77,103
24.8,127
24.83,122
24.86,140
24.89,110
24.92,142
24.95,131
24.98,104
25.01,120
25.04,120
25.07,112
25.1,112
25.13,106
25.16,106
25.19,95
25.22,101
25.25,102
25.28,112
25.31,110
25.34,94
25.37,94
25.4,94
25.43,101
25.46,101
25.49,86
25.52,102
25.55,90
25.58,95
25.61,97
25.64,76
25.67,83
25.7,96
25.73,71
25.76,81
25.79,87
25.82,94
25.85,74
25.88,85
25.91,78
25.94,85
25.97,85
26,90
26.03,86
26.06,86
26.09,83
26.12,74
26.15,73
26.18,73
26.21,82
26.24,77
26.27,87
26.3,88
26.33,98
26.36,79
26.39,74
