Bragg_angle,Intensity
\circ,a.u.
10,90
10.03,84
10.06,91
10.09,82
10.12,87
10.15,83
10.18,84
10.21,86
10.24,83
10.27,83
10.3,88
10.33,82
10.36,87
10.39,79
10.42,79
10.45,75
10.48,74
10.51,79
10.54,80
10.57,84
10.6,77
10.63,62
10.66,77
10.69,72
10.72,67
10.75,76
10.78,72
10.81,77
10.84,77
10.87,89
10.9,78
10.93,90
10.96,65
10.99,72
11.02,62
11.05,71
11.08,64
11.11,70
11.14,68
11.17,61
11.2,61
11.23,80
11.26,78
11.29,85
11.32,74
11.35,72
11.38,70
11.41,83
11.44,71
11.47,69
11.5,72
11.53,70
11.56,57
11.59,78
11.62,60
11.65,75
11.68,73
11.71,56
11.74,67
11.77,59
11.8,71
11.83,82
11.86,65
11.89,59
11.92,59
11.95,72
11.98,62
12.01,74
12.04,82
12.07,77
12.1,72
12.13,69
12.16,68
12.19,64
12.22,76
12.25,87
12.28,71
12.31,72
12.34,73
12.37,71
12.4,59
12.43,75
12.46,80
12.49,70
12.52,76
12.55,85
12.58,61
12.61,77
12.64,96
12.67,70
12.7,65
12.73,84
12.76,71
12.79,70
12.82,80
12.85,65
12.88,69
12.91,68
12.94,60
12.97,83
13,66
13.03,63
13.06,72
13.09,76
13.12,76
13.15,69
13.18,73
13.21,73
13.24,87
13.27,81
13.3,70
13.33,66
13.36,76
13.39,75
13.42,59
13.45,80
13.48,68
13.51,55
13.54,69
13.57,63
13.6,73
13.63,74
13.66,79
13.69,71
13.72,73
13.75,68
13.78,86
13.81,66
13.84,55
13.87,81
13.9,68
13.93,69
13.96,71
13.99,58
14.02,56
14.05,72
14.08,77
14.11,57
14.14,67
14.17,63
14.2,63
14.23,75
14.26,79
14.29,85
14.32,77
14.35,68
14.38,83
14.41,67
14.44,61
14.47,67
14.5,71
14.53,65
14.56,69
14.59,77
14.62,65
14.65,61
14.68,69
14.71,85
14.74,68
14.77,74
14.8,65
14.83,71
14.86,77
14.89,70
14.92,72
14.95,73
14.98,74
15.01,73
15.04,79
15.07,70
15.1,77
15.13,70
15.16,69
15.19,84
15.22,60
15.25,71
15.28,78
15.31,78
15.34,64
15.37,70
15.4,58
15.43,47
15.46,74
15.49,67
15.52,63
15.55,67
15.58,62
15.61,75
15.64,75
15.67,61
15.7,54
15.73,87
15.76,53
15.79,60
15.82,67
15.85,61
15.88,66
15.91,57
