raman_shift, int
cm^-1, a.u.
850.38,76.636
850.86,78.273
851.33,80.273
851.81,83.546
852.28,82.455
852.76,76.818
853.23,80.091
853.7,82.454
854.18,78.454
854.65,80.636
855.13,82.091
855.6,83.727
856.08,88.273
856.55,79
857.02,84.455
857.5,83.546
857.97,85.546
858.45,85.182
858.92,85.364
859.39,88.818
859.87,86.636
860.34,89.546
860.82,83
861.29,86.454
861.76,92.636
862.24,84.273
862.71,84.636
863.18,86.273
863.66,85.545
864.13,82.091
864.6,85.727
865.08,82.818
865.55,81.182
866.02,80.455
866.5,84.091
866.97,81.364
867.45,76.636
867.92,80.818
868.39,77
868.87,77
869.34,81.364
869.81,76.818
870.28,75.364
870.76,77.546
871.23,76.273
871.7,76.636
872.18,76.636
872.65,71.364
873.12,75
873.59,75.364
874.07,73.546
874.54,73.182
875.01,75.182
875.49,72.818
875.96,73.546
876.43,69.364
876.9,71.182
877.38,72.091
877.85,72.636
878.32,72.273
878.79,69.909
879.27,67.182
879.74,68.818
880.21,67.909
880.68,67
881.15,69.182
881.63,62.818
882.1,66.636
882.57,66.273
883.04,67
883.52,69.727
883.99,65.727
884.46,65.364
884.93,67.727
885.4,60.818
885.88,63.182
886.35,65.364
886.82,64.273
887.29,65.182
887.76,64.091
888.24,62.091
888.71,64.454
889.18,62.636
889.65,63.182
890.12,63.545
890.59,64.273
891.07,63
891.54,62.636
892.01,59.545
892.48,63.182
892.95,61.182
893.42,61.727
893.89,65.182
894.37,61.909
894.84,58.273
895.31,65.182
895.78,61
896.25,61
896.72,59.727
897.19,65
897.66,63.182
898.13,57.364
898.61,60.636
899.08,63.364
899.55,62.636
900.02,58.818
900.49,61.545
900.96,61.909
901.43,62.455
901.9,63.727
902.37,58.455
902.84,60.455
903.31,64.091
903.78,60.636
904.26,57.909
904.73,62.273
905.2,60.636
905.67,64.091
906.14,63.727
906.61,61.909
907.08,62.455
907.55,61.364
908.02,63.364
908.49,65.727
908.96,64.454
909.43,59.545
909.9,62.091
910.37,64.091
910.84,58.091
911.31,59.909
911.78,62.818
912.25,61.182
912.72,57.545
913.19,64.636
913.66,62.636
914.13,61.727
914.6,59.909
915.07,61.545
915.54,60.455
916.01,63
916.48,65
916.95,60.091
917.42,61.545
917.89,59.909
918.36,62.091
918.83,60.091
919.29,57.364
919.76,59
920.23,61.364
920.7,58.091
921.17,61.545
921.64,59
922.11,60.273
922.58,60.818
923.05,56.455
923.52,60.273
923.99,60.273
924.46,61.727
924.92,59.545
925.39,54.636
925.86,59.545
926.33,61
926.8,54.818
927.27,59.182
927.74,61.909
928.21,59.909
928.68,59.727
929.14,58.273
929.61,60.636
930.08,59
930.55,58.636
931.02,57.182
931.49,61.545
931.96,60.818
932.42,57
932.89,58.091
933.36,60.091
933.83,58.636
934.3,56.273
934.77,57.182
935.23,56.273
935.7,59.545
936.17,58.091
936.64,57.364
937.11,57
937.58,56.818
938.04,56.636
938.51,59
938.98,56.091
939.45,59.909
939.91,55.909
940.38,55.545
940.85,58.091
941.32,55.545
941.79,55
942.25,56.818
942.72,53.364
943.19,56.455
943.66,56.455
944.12,56.091
944.59,55.182
945.06,53.545
945.53,53.182
946,55
946.46,56.273
946.93,57.909
947.4,57
947.86,55.727
948.33,53.909
948.8,54.818
949.26,54.455
949.73,51.364
950.2,53.909
950.67,51.364
951.13,54.636
951.6,53.364
952.07,53.182
952.53,53.364
953,51.545
953.47,55
953.93,54.636
954.4,53.909
954.87,53.727
955.33,54.636
955.8,51.545
956.27,53
956.74,55.364
957.2,51.727
957.67,52.455
958.13,54.273
958.6,54.818
959.07,53.182
959.53,54.818
960,50.455
960.47,56.636
960.93,53.545
