raman_shift, int
cm^-1, a.u.
850.38,81.727
850.86,81.364
851.33,83
851.81,78.454
852.28,84.273
852.76,80.455
853.23,79.909
853.7,80.091
854.18,82.818
854.65,84.636
855.13,87.546
855.6,85
856.08,83.364
856.55,81.546
857.02,83.727
857.5,89.546
857.97,82.636
858.45,89.727
858.92,85.909
859.39,84.818
859.87,82.454
860.34,84.818
860.82,87.727
861.29,87.545
861.76,87.727
862.24,86.455
862.71,77.909
863.18,84.455
863.66,78.818
864.13,84.636
864.6,80.636
865.08,84.091
865.55,81
866.02,81.364
866.5,80.636
866.97,82.273
867.45,88.636
867.92,80.454
868.39,83
868.87,87.727
869.34,83.364
869.81,83.727
870.28,79.727
870.76,83.546
871.23,82.454
871.7,83.364
872.18,79.364
872.65,81.909
873.12,81
873.59,81.182
874.07,77.727
874.54,75.546
875.01,82.455
875.49,76.091
875.96,81.546
876.43,77.909
876.9,78.454
877.38,78.091
877.85,79.182
878.32,80.273
878.79,74.455
879.27,77
879.74,71.546
880.21,77.727
880.68,74.455
881.15,76.273
881.63,73.909
882.1,75.909
882.57,72.636
883.04,74.636
883.52,72.273
883.99,75.182
884.46,70.454
884.93,70.636
885.4,70.455
885.88,71.182
886.35,68.455
886.82,67.909
887.29,69.546
887.76,71.727
888.24,72.273
888.71,71.546
889.18,74.818
889.65,68.454
890.12,71.546
890.59,69
891.07,73
891.54,70.273
892.01,73
892.48,68.818
892.95,68.091
893.42,74.636
893.89,73
894.37,68.273
894.84,66.818
895.31,75
895.78,71.182
896.25,73.182
896.72,66.636
897.19,70.091
897.66,70.273
898.13,73
898.61,69.364
899.08,72.636
899.55,67.546
900.02,70.091
900.49,75.364
900.96,70.636
901.43,72.091
901.9,73.909
902.37,67.727
902.84,70.273
903.31,73.727
903.78,71.364
904.26,69.364
904.73,71.546
905.2,72.273
905.67,69.727
906.14,69.727
906.61,71
907.08,72.454
907.55,72.091
908.02,74.454
908.49,72.273
908.96,73.727
909.43,70.455
