raman_shift, int
cm^-1, a.u.
850.38,124.64
850.86,126.64
851.33,129.91
851.81,123.91
852.28,126.64
852.76,127.18
853.23,132.09
853.7,131.18
854.18,131
854.65,131.73
855.13,128.46
855.6,134.46
856.08,131.36
856.55,135.91
857.02,136.64
857.5,132.82
857.97,139.36
858.45,136.46
858.92,135.36
859.39,145
859.87,140.09
860.34,143.18
860.82,141.54
861.29,143.73
861.76,139.73
862.24,139.54
862.71,136.09
863.18,135
863.66,132.09
864.13,135.73
864.6,139
865.08,134.27
865.55,133.18
866.02,135
866.5,134.09
866.97,123.55
867.45,121.18
867.92,122.27
868.39,129.18
868.87,123.73
869.34,118.45
869.81,126.45
870.28,122.27
870.76,114.27
871.23,122.82
871.7,120.82
872.18,120.09
872.65,119.55
873.12,115.55
873.59,114.27
874.07,115.36
874.54,116.45
875.01,111.73
875.49,112.09
875.96,111
876.43,109.91
876.9,112.64
877.38,112.64
877.85,108.27
878.32,109
878.79,101.55
879.27,107.18
879.74,105.55
880.21,105.91
880.68,105.55
881.15,101.36
881.63,100.82
882.1,100.27
882.57,101.91
883.04,95.727
883.52,96.454
883.99,101.18
884.46,97.909
884.93,102.09
885.4,94.636
885.88,96.636
886.35,96.091
886.82,96.091
887.29,91.909
887.76,90.818
888.24,97.364
888.71,92.091
889.18,96.818
889.65,89.546
890.12,95.364
890.59,89.182
891.07,92.273
891.54,92.636
892.01,89.364
892.48,89.909
892.95,93.182
893.42,95.727
893.89,87
894.37,90.818
894.84,96.091
895.31,91
895.78,90.636
896.25,89.546
896.72,87.727
897.19,88.454
897.66,88.636
898.13,87.182
898.61,93.364
899.08,89.364
899.55,88.636
900.02,91.727
900.49,91.909
900.96,89.909
901.43,92.273
901.9,88.273
902.37,87.727
902.84,93.545
903.31,92.818
903.78,92.091
904.26,88.091
904.73,86.091
905.2,92.455
905.67,88.818
906.14,89.727
906.61,90.636
907.08,90.091
907.55,88.091
908.02,89.546
908.49,92.273
908.96,95.182
909.43,89
909.9,92.454
910.37,89.727
910.84,89.364
911.31,90.818
911.78,93
912.25,85.364
912.72,90.818
913.19,89.727
913.66,88.091
914.13,88.636
914.6,92.454
915.07,88.818
915.54,90.091
916.01,86.091
916.48,89.909
916.95,84.454
917.42,92.091
917.89,90.273
918.36,90.091
918.83,90.091
919.29,85.364
919.76,88.273
920.23,88.091
920.7,87.364
921.17,90.091
921.64,85.182
922.11,89.545
922.58,87
923.05,88.454
923.52,89.364
923.99,89
924.46,89.546
924.92,89.727
925.39,88.454
925.86,85.364
926.33,87.727
926.8,89
927.27,87.545
927.74,88.818
928.21,87.182
928.68,85.909
929.14,87.182
929.61,87.182
930.08,87.546
930.55,86.273
931.02,88.273
931.49,85.364
931.96,88.636
932.42,86.091
932.89,87.727
933.36,85.364
933.83,89.364
934.3,88.091
934.77,84.818
935.23,89.364
935.7,88.273
936.17,81.546
936.64,86.091
937.11,85.727
937.58,85.727
938.04,84.455
938.51,85.364
938.98,87.364
939.45,78.636
939.91,84.091
940.38,83.727
940.85,85
941.32,82.454
941.79,85.546
942.25,78.454
942.72,80.636
943.19,80.636
943.66,82.091
944.12,83
944.59,83.182
945.06,81.909
945.53,84.636
946,76.636
946.46,81.545
946.93,80.091
947.4,81
947.86,80.454
948.33,78.273
948.8,82.091
949.26,84.454
949.73,77.182
950.2,84.818
950.67,82.455
951.13,76.636
951.6,79.909
952.07,84.454
952.53,83.364
953,82.818
953.47,85
953.93,82.818
954.4,82.273
954.87,76.273
955.33,82.273
955.8,81
956.27,84.091
956.74,81.182
957.2,80.636
957.67,80.636
958.13,76.636
958.6,81.909
959.07,79.727
959.53,77.909
960,78.091
960.47,79.909
960.93,80.818
961.4,78.636
961.87,78.273
962.33,78.454
962.8,79.364
963.26,78.273
963.73,80.273
964.2,78.636
964.66,79.364
965.13,78.273
965.59,75.727
966.06,75.182
966.52,77.364
966.99,75.727
967.46,77
967.92,77
968.39,74.818
968.86,77.546
969.32,78.273
969.78,76.273
970.25,77.182
970.72,79
971.18,78.454
971.65,78.091
972.11,73.909
972.58,74.818
973.04,80.454
973.51,76.636
973.98,72.636
974.44,77.364
974.9,78.818
975.37,74.091
975.84,77.182
976.3,77.727
976.77,78.636
977.23,81.182
977.7,79
978.16,73.909
978.63,77.545
979.09,75.546
979.56,80.818
980.02,75.909
