raman_shift, int
cm^-1, a.u.
850.38,90.091
850.86,84.091
851.33,85
851.81,84.818
852.28,80.273
852.76,85.182
853.23,89.909
853.7,82.091
854.18,86.636
854.65,84.455
855.13,86.454
855.6,84.818
856.08,87
856.55,84.091
857.02,91.727
857.5,85.909
857.97,86.091
858.45,85.546
858.92,86.273
859.39,86.636
859.87,88.454
860.34,89.909
860.82,88.273
861.29,84.455
861.76,90.091
862.24,87.546
862.71,81.727
863.18,85.727
863.66,87.909
864.13,87.909
864.6,86.454
865.08,87.545
865.55,84.636
866.02,86.636
866.5,84.636
866.97,84.818
867.45,88.273
867.92,83.546
868.39,81.909
868.87,85
869.34,82.818
869.81,85.546
870.28,85
870.76,79.182
871.23,81.909
871.7,78.091
872.18,84.273
872.65,81.546
873.12,88.455
873.59,84.273
874.07,86.636
874.54,83.364
875.01,87.546
875.49,82.273
875.96,84.091
876.43,84.091
876.9,85
877.38,82.454
877.85,81.727
878.32,81.546
878.79,82.454
879.27,79.182
879.74,76.273
880.21,76.818
880.68,81.727
881.15,81.546
881.63,77.364
882.1,73.727
882.57,75
883.04,75.546
883.52,74.818
883.99,77.727
884.46,74.091
884.93,70.091
885.4,75.182
885.88,74.273
886.35,72.455
886.82,74.091
887.29,73.182
887.76,75.364
888.24,76.818
888.71,73.727
889.18,76.273
889.65,79.182
890.12,76.273
890.59,74.454
891.07,75.909
891.54,76.636
892.01,77.364
892.48,74.454
892.95,73.546
893.42,75.727
893.89,74.636
894.37,76.091
894.84,76.273
895.31,73.364
895.78,72.636
896.25,73.364
896.72,73.546
897.19,73.727
897.66,73.727
898.13,76.636
898.61,77.727
899.08,73.727
899.55,73.546
900.02,74.636
900.49,75.364
900.96,76.818
901.43,78.454
901.9,77
902.37,75
902.84,73.727
903.31,78.636
903.78,74.091
904.26,77.182
904.73,73.909
905.2,73.182
905.67,75.909
906.14,77
906.61,73.546
907.08,73.909
907.55,81.364
908.02,79.546
908.49,75.182
908.96,73.727
909.43,79.182
909.9,79.182
910.37,73.546
910.84,73.909
911.31,75.182
911.78,74.636
912.25,74.636
912.72,73.727
913.19,76.818
913.66,76.454
914.13,76.273
914.6,74.636
915.07,77.545
915.54,73.545
916.01,77.546
916.48,78.091
916.95,76.636
917.42,73.546
917.89,76.455
918.36,73.727
918.83,72.454
919.29,75.182
919.76,75.182
920.23,72.636
920.7,77
921.17,71.909
921.64,74.455
922.11,74.454
922.58,71.727
923.05,73.182
923.52,76.091
923.99,70.818
924.46,73.182
924.92,73.727
925.39,70.273
925.86,74.273
926.33,73.909
926.8,77
927.27,72.273
927.74,72.455
928.21,71.364
928.68,75.182
929.14,70.454
929.61,69
930.08,69.546
930.55,67.546
931.02,70.091
931.49,72.091
931.96,73
932.42,69
932.89,69.546
933.36,70.454
933.83,67.909
934.3,71
934.77,72.091
935.23,69
935.7,73.727
936.17,71.546
936.64,66.636
937.11,69.727
937.58,68.091
938.04,69.909
938.51,71.364
938.98,71
939.45,67.727
939.91,70.818
940.38,67.364
940.85,71.364
941.32,66.091
941.79,67
942.25,69.909
942.72,71
943.19,68.273
943.66,68.818
944.12,67.182
944.59,66.091
945.06,68.455
945.53,65.727
946,70.636
946.46,68.818
946.93,68.454
947.4,63.545
947.86,67.364
948.33,68.636
948.8,67.364
949.26,67.545
949.73,65.546
950.2,64.454
950.67,67.364
951.13,66.818
951.6,62.091
952.07,65.909
952.53,70.091
953,64.273
953.47,64.818
953.93,65.182
