raman_shift, int
cm^-1, a.u.
850.38,79.909
850.86,79.546
851.33,79.545
851.81,81.364
852.28,82.455
852.76,83.909
853.23,78.455
853.7,82.091
854.18,82.636
854.65,81.182
855.13,80.818
855.6,84.636
856.08,80.818
856.55,86.454
857.02,82.091
857.5,83.182
857.97,81.546
858.45,81
858.92,82.818
859.39,82.818
859.87,78.454
860.34,79.909
860.82,82.455
861.29,81.727
861.76,82.091
862.24,85.182
862.71,85.364
863.18,77.909
863.66,81
864.13,85
864.6,84.273
865.08,81.182
865.55,82.455
866.02,84.636
866.5,81.546
866.97,81.364
867.45,81.364
867.92,81
868.39,81
868.87,81.182
869.34,81.727
869.81,81
870.28,85.909
870.76,83.546
871.23,80.454
871.7,81.727
872.18,79.182
872.65,82.091
873.12,81.727
873.59,80.273
874.07,83.182
874.54,79.364
875.01,81
875.49,77.364
875.96,86.454
876.43,83
876.9,77.727
877.38,77.909
877.85,79.182
878.32,77.364
878.79,70.273
879.27,75.909
879.74,75.727
880.21,77.182
880.68,74.091
881.15,74.273
881.63,76.091
882.1,73.364
882.57,75.182
883.04,76.091
883.52,75.546
883.99,71
884.46,73.545
884.93,71.182
885.4,71.727
885.88,74.636
886.35,71.364
886.82,73
887.29,76.636
887.76,71
888.24,74.818
888.71,75.909
889.18,71.364
889.65,70.636
890.12,75.182
890.59,74.454
891.07,74.091
891.54,75
892.01,73
892.48,74.454
892.95,71
893.42,70.636
893.89,73.727
894.37,72.636
894.84,70.273
895.31,74.091
895.78,69.909
896.25,68.636
896.72,71.364
897.19,73.182
897.66,73
898.13,73.364
898.61,77.909
899.08,68.818
899.55,69.727
900.02,73.727
900.49,71.727
900.96,71.909
901.43,72.091
901.9,72.091
902.37,73
902.84,70.273
903.31,73.182
903.78,68.454
904.26,73.364
904.73,77.182
905.2,71.727
905.67,69.727
906.14,73.182
906.61,72.636
907.08,71.546
907.55,67.727
908.02,71.364
908.49,75.909
908.96,69.909
909.43,71.727
909.9,71.546
910.37,71.364
910.84,77.546
911.31,70.091
911.78,74.091
912.25,71.909
912.72,72.818
913.19,71.182
913.66,73.727
914.13,70.091
914.6,73.182
915.07,74.455
915.54,73.546
916.01,73.182
916.48,73
916.95,73
917.42,70.091
917.89,68.818
918.36,75.182
918.83,73.182
919.29,71.364
919.76,69.546
920.23,72.273
920.7,71.546
921.17,72.818
921.64,69.909
922.11,72.273
922.58,71.545
923.05,68.273
923.52,71.909
923.99,69.727
924.46,70.091
924.92,69.727
925.39,69.727
925.86,71.546
926.33,72.818
926.8,70.091
927.27,71.727
927.74,72.454
928.21,68.273
928.68,69.364
929.14,68.636
929.61,70.454
930.08,67.546
930.55,70.091
931.02,67.909
931.49,69.909
931.96,67.364
932.42,70.636
932.89,69.909
933.36,65.727
933.83,69.364
934.3,68.636
934.77,68.454
935.23,66.091
935.7,68.454
936.17,67.364
936.64,64.636
937.11,69
937.58,67
938.04,69
938.51,64.273
938.98,67.727
939.45,68.091
939.91,68.091
940.38,62.818
940.85,71
941.32,66.273
941.79,67.364
942.25,66.091
942.72,68.273
943.19,61.727
943.66,63.545
944.12,65.182
944.59,65.727
945.06,68.091
945.53,66.273
946,61.545
946.46,65.364
946.93,61.182
947.4,63.727
947.86,62.455
948.33,60.091
948.8,64.636
949.26,64.818
949.73,59.182
950.2,69.909
950.67,65.182
951.13,63.545
951.6,58.818
952.07,64.636
952.53,65.182
953,65.909
953.47,62.818
953.93,64.273
954.4,65
954.87,63.182
955.33,63.364
955.8,61.909
956.27,64.636
956.74,65.546
957.2,60.455
957.67,65.182
958.13,64.636
958.6,61
959.07,64.273
959.53,64.454
960,61.364
960.47,64.273
960.93,58.636
961.4,63.545
961.87,62.636
962.33,59.364
962.8,65
963.26,60.636
963.73,59.727
964.2,61.909
964.66,59.182
965.13,60.091
965.59,63.545
966.06,61
966.52,59
966.99,56.636
967.46,62.273
967.92,63.364
968.39,61
968.86,58.636
969.32,60.818
969.78,61.364
970.25,60.091
970.72,59.182
971.18,62.273
971.65,56.273
972.11,56.636
972.58,60.273
973.04,60.636
973.51,61
973.98,58.091
974.44,60.273
974.9,63
975.37,54.636
975.84,61.182
976.3,60.273
976.77,57
977.23,56.455
977.7,59.909
978.16,58.273
978.63,57.545
979.09,61.909
979.56,60.273
980.02,61.182
980.49,60.455
980.95,59.727
981.41,59.909
981.88,56.636
982.35,61.727
982.81,61.545
983.27,57.909
983.74,55.545
984.2,61.182
984.67,57
985.13,60.273
985.6,55.364
986.06,61.364
986.52,61.909
986.99,59
987.45,60.636
987.92,61
988.38,59.909
988.85,60.455
989.31,57.545
989.78,56.091
990.24,60.818
990.7,60.455
991.17,54.636
991.63,58.091
992.1,55.545
992.56,59.364
993.02,57.727
993.49,56.091
993.95,56.455
994.41,56.818
994.88,51.545
995.34,60.455
995.8,57.545
996.27,52.091
996.73,53.545
997.2,58.818
997.66,57.727
998.12,57
998.59,60.091
999.05,55
999.51,56.273
999.98,54.818
1000.4,56.455
1000.9,56.818
1001.4,59.727
1001.8,53.545
1002.3,54.636
1002.8,57.909
1003.2,58.091
1003.7,59.727
1004.1,59.545
1004.6,54.636
1005.1,56.091
1005.5,57
1006,53.182
1006.5,55.182
1006.9,58.273
1007.4,58.636
1007.9,58.091
1008.3,60.273
1008.8,62.273
