t_event, cens, freq
h, , 
1.7083,0,2
1.75,0,2
1.7917,0,20
1.8333,0,22
1.875,0,32
1.9167,0,64
1.9583,0,51
2,0,45
2.0417,0,16
2.0833,0,9
2.125,0,1
2.1667,0,3
