t_event, cens, freq
h, , 
1.1667,0,7
1.1833,0,5
1.2,0,9
1.2167,0,16
1.2333,0,21
1.25,0,10
1.2667,0,29
1.2833,0,31
1.3,0,41
1.3167,0,37
1.3333,0,21
1.35,0,38
1.3667,0,13
1.3833,0,6
1.4,0,1
1.4167,0,2
1.4333,0,1
1.4833,0,2
