Raman_Shift,Intensity
cm^-^1,a.u.
850.383,273.316
850.858,273.105
851.332,272.895
851.807,276.368
852.281,281
852.756,277.737
853.23,276.053
853.703,275.737
854.179,281.105
854.652,276.789
855.128,282.263
855.601,284.474
856.076,285.526
856.55,283.947
857.023,286.895
857.498,281.211
857.971,288.789
858.447,289.105
858.92,287.421
859.393,291.947
859.868,289.947
860.341,288.474
860.816,297.526
861.289,293.316
861.762,289.947
862.237,294.263
862.71,295.211
863.183,300.579
863.658,299.105
864.131,292.579
864.604,302.368
865.079,294.579
865.552,301.421
866.024,305.632
866.499,307.737
866.972,295.632
867.445,304.895
867.917,307.632
868.392,310.474
868.865,308.158
869.337,316.053
869.812,315.105
870.285,317.316
870.757,321.632
871.23,321.947
871.704,327.632
872.177,323.211
872.649,317.211
873.122,323.105
873.594,332.263
874.068,324.579
874.541,322.895
875.013,322.579
875.485,326.263
875.96,326.579
876.432,317.526
876.904,318.053
877.376,315.947
877.849,309.632
878.321,309.842
878.795,304.158
879.267,307.105
879.739,302.263
880.211,299.211
880.683,294.684
881.155,297.947
881.629,298.474
882.101,298.263
882.573,302.684
883.045,291.105
883.517,297.421
883.989,295.105
884.461,293.526
884.933,294.895
885.404,290.053
885.876,305.316
886.35,295.947
886.822,302.158
887.293,297.842
887.765,302.789
888.237,302.053
888.708,296.368
889.18,301.737
889.651,297.737
890.123,299.211
890.594,300.263
891.066,303.632
891.537,300.263
892.009,307.421
892.48,303.421
892.952,307.737
893.423,309.842
893.894,309.21
894.366,317.842
894.837,314.789
895.308,310.158
895.78,316.158
896.251,314.158
896.722,314.158
897.193,313.632
897.664,313.421
898.135,312.474
898.607,317.105
899.078,319.316
899.549,321.105
900.02,327.105
900.489,321.105
900.96,320.158
901.431,320.474
901.902,324.789
902.373,326.684
902.843,322.579
903.314,329.316
903.785,334.684
904.256,330.368
904.725,323
905.195,332.263
905.666,332.474
906.137,322.263
906.608,331.737
907.078,335.316
907.549,335.316
908.018,337.947
908.488,331.842
908.959,330.789
909.429,329.842
909.9,332.474
910.368,332.474
910.839,336.579
911.309,336.263
911.78,335
912.25,335
912.718,336.789
913.189,332.684
913.659,339.105
914.129,334.158
914.598,335.211
915.068,330.789
915.538,332.263
916.008,335.211
916.477,339.316
916.947,332.789
917.417,342.263
917.887,333.842
918.355,337.105
918.825,335.632
919.295,335.211
919.763,344.474
920.233,342.053
920.703,340.789
921.171,341.316
921.641,339.421
922.111,342.158
922.579,333.421
923.048,334.895
923.518,337
923.986,338.053
924.456,340.789
924.925,337.421
925.393,335.421
925.863,334.474
926.333,335.842
926.8,332.263
927.27,334.474
927.737,331.105
928.207,328.895
928.676,333.421
929.144,331.842
929.613,327.526
930.081,337.421
930.55,334.474
931.018,327.211
931.487,329.947
931.957,325.632
932.424,326.263
932.893,323.316
933.361,315.842
933.83,321.211
934.297,324.474
934.766,321.105
935.234,316.684
935.703,312.474
936.17,318.368
936.639,312.053
937.106,308.789
937.575,318.684
938.042,308.474
938.511,307.316
938.978,304.158
939.447,307.947
939.914,309.316
940.383,311.105
940.85,304.368
941.317,305.947
941.786,297.105
942.253,297.947
942.721,298.684
943.188,296.368
943.657,305.632
944.124,294.263
944.591,301.316
945.059,294.579
945.526,295.105
945.995,290.684
946.461,295.526
946.928,295.105
947.396,294.579
947.863,296.579
948.329,294.368
948.798,294.263
949.264,292.368
949.733,296.368
950.199,290.368
950.666,290.579
951.134,290.79
951.6,290.579
952.067,296.263
952.533,288.474
953.001,289.842
953.468,286.053
953.934,291.105
954.402,287.947
954.868,289.421
955.334,290.474
955.802,291.526
956.269,291.632
956.735,288.158
957.201,287
957.669,276.895
958.135,280.053
958.601,281.526
959.067,283.632
959.535,274.789
960.001,277.947
960.467,278.474
960.932,280.263
961.398,276.263
961.866,277.105
962.332,274.684
962.798,276.684
963.263,273.842
963.729,272.474
964.197,277.632
964.663,269.211
965.128,277.526
965.594,268.789
966.059,270.263
966.525,273.105
966.991,269.842
967.458,271.316
967.924,269.947
968.389,267.21
968.855,269.842
969.32,269.421
969.785,270.263
970.251,272.579
970.716,274.474
971.182,263.737
971.649,269.316
972.114,271.632
972.579,269.842
973.045,266.263
973.51,271.211
973.975,272.895
974.44,263
974.905,266.789
975.371,270.579
975.836,265.737
976.301,262.053
976.766,265.211
977.231,262.895
977.696,264.895
978.161,267.842
978.626,261.947
979.091,265.842
979.556,257.842
980.021,265.947
980.485,265.316
980.95,260.053
981.415,263.105
981.88,265.737
982.345,265.105
982.809,268.158
983.274,259.947
983.739,261
984.203,263.737
984.668,263.211
985.133,262.895
985.597,263.947
986.06,259.316
986.525,260.158
986.989,259.737
987.454,260.895
987.918,270.579
988.383,260.053
988.847,258.789
989.311,262.158
989.776,259
990.238,265.947
990.703,262.895
991.167,262.158
991.631,267.737
992.095,263.632
992.56,262.368
993.024,267.421
993.486,269.947
993.95,266.684
994.414,270.895
994.878,268.579
995.343,271.211
995.805,267.421
996.269,272.368
996.733,271.842
997.197,269.526
997.661,274.579
998.123,270.158
998.587,272.474
999.051,281.737
999.514,273.947
999.976,281.842
1000.44,273
1000.9,280.684
1001.37,280.158
1001.83,284.895
1002.29,283.526
1002.76,283.211
1003.22,287.737
1003.68,287.105
1004.15,296.263
1004.61,294.474
1005.07,297.211
1005.53,299.737
1006,299
1006.46,306.579
1006.92,302.263
1007.39,310.263
1007.85,308.474
1008.31,307.316
1008.77,315.421
1009.24,312.789
1009.7,315.211
1010.16,309.842
1010.62,315.526
1011.09,319.421
1011.55,321.211
1012.01,318.368
1012.47,320.579
1012.94,318.789
1013.4,316.053
1013.86,322.579
1014.32,325.632
1014.79,324.684
1015.25,329.526
1015.71,321
1016.17,326.579
1016.63,327
1017.1,322.474
1017.56,325.316
1018.02,334.158
1018.48,326.895
1018.94,328.579
1019.41,330.789
1019.87,331.421
1020.33,339
1020.79,344.158
1021.25,326.789
1021.72,337.105
1022.18,345.526
1022.64,343.737
1023.1,342.263
1023.56,342.579
1024.02,348.684
1024.49,347.842
1024.95,350.368
1025.41,351.316
1025.87,348.789
1026.33,356.474
1026.79,354.684
1027.25,358.579
1027.71,360.789
1028.18,363.211
1028.64,373.526
1029.1,373.632
1029.56,374.053
1030.02,371.211
1030.48,375.316
1030.94,375
1031.4,381.632
1031.86,383.21
1032.33,386.368
1032.79,383.737
1033.25,386.895
1033.71,399.737
1034.17,386.158
1034.63,390.895
1035.09,393.632
1035.55,391.632
1036.01,393.947
1036.47,398.895
1036.93,396.789
1037.39,403.632
1037.85,397.211
1038.31,396.368
1038.77,393.105
1039.23,401.842
1039.7,393
1040.16,391
1040.62,393.842
1041.08,391.316
1041.54,385.947
1042,383.105
1042.46,380.368
1042.92,380.789
1043.38,381.737
1043.84,381.211
1044.3,378.474
1044.76,379.105
1045.22,378.895
1045.68,372.474
1046.14,381.526
1046.6,375.316
1047.06,378.895
1047.52,377.947
1047.98,380.263
1048.44,376.789
1048.9,370.789
1049.36,376.579
1049.81,377.421
1050.27,376.684
1050.73,380.579
1051.19,379.737
1051.65,372.895
1052.11,379.211
1052.57,382.053
1053.03,384.158
1053.49,386.158
1053.95,388.158
1054.41,390.474
1054.87,392.895
1055.33,396.789
1055.79,401.526
1056.24,408.158
1056.7,410.684
1057.16,420.053
1057.62,430.579
1058.08,436.474
1058.54,451.842
1059,461.105
1059.46,472.684
1059.92,483.421
1060.38,501
1060.84,514.579
1061.29,523.105
1061.75,551.211
1062.21,570.158
1062.67,591.947
1063.13,616.789
1063.59,641.211
1064.05,666.368
1064.5,688.368
1064.96,700.684
1065.42,725.526
1065.88,743.421
1066.34,773.211
1066.8,787.421
1067.25,809.105
1067.71,838.789
1068.17,874.263
1068.63,920.158
1069.09,943.211
1069.55,989.526
1070,1038.68
1070.46,1085.84
1070.92,1150.05
1071.38,1218.58
1071.83,1301.21
1072.29,1398.58
1072.75,1475.11
1073.21,1595.21
1073.67,1724.05
1074.12,1854.47
1074.58,2015
1075.04,2189
1075.5,2362.47
1075.96,2606.26
1076.41,2873.32
1076.87,3176.26
1077.33,3499.74
1077.79,3903.84
1078.24,4347.42
1078.7,4832.05
1079.16,5400.58
1079.61,6040.37
1080.07,6825.74
1080.53,7598.58
1080.99,8501.63
1081.44,9458.05
1081.9,10567.4
1082.36,11442.8
1082.81,12540.1
1083.27,13790.6
1083.73,14782.5
1084.19,15361.7
1084.64,15549.5
1085.1,15208.1
1085.56,14556.4
1086.01,13594.7
1086.47,12648.3
1086.93,11698.8
1087.38,10902.9
1087.84,10193
1088.3,9508.37
1088.75,8964.16
1089.21,8486.68
1089.67,7972.16
1090.12,7484.58
1090.58,7087.32
1091.04,6614.79
1091.49,6237.42
1091.95,5828.16
1092.41,5433.84
1092.86,5054.26
1093.32,4706.79
1093.78,4347.95
1094.23,4016.37
1094.69,3701.21
1095.14,3400.68
1095.6,3123.11
1096.06,2846.58
1096.51,2585.11
1096.97,2354.68
1097.43,2137.53
1097.88,1930.68
1098.34,1768.89
1098.79,1587.63
1099.25,1442.58
1099.7,1297.32
1100.16,1177.74
1100.61,1063.11
1101.07,967.316
1101.53,883.737
1101.98,800.158
1102.44,732.684
1102.89,683.526
1103.35,627.737
1103.81,583.842
1104.26,548.053
1104.72,499.211
1105.17,476.579
1105.63,444.368
1106.08,425.842
1106.54,409.842
1106.99,391.737
1107.45,379.526
1107.9,364.684
1108.36,356.263
1108.81,342.579
1109.27,337.842
1109.72,324.895
1110.18,315.316
1110.63,315.421
1111.09,309
1111.54,305.632
1112,303.421
1112.45,294.053
1112.91,286.579
1113.36,284.474
1113.82,284.263
1114.27,282.263
1114.73,282.158
1115.18,276.158
1115.64,278.053
1116.09,276.789
1116.54,272.263
1117,265.316
1117.45,268.684
1117.91,267.105
1118.36,265.526
1118.82,264.579
1119.27,268.053
