Raman_Shift,Intensity
cm^-^1,a.u.
850.383,97
850.858,98.6364
851.332,97.7273
851.807,95.1818
852.281,95.1818
852.756,97.1818
853.23,96.4545
853.703,97.7273
854.179,102.818
854.652,102.091
855.128,103
855.601,105.909
856.076,104.091
856.55,103.909
857.023,106.818
857.498,105
857.971,107.909
858.447,105.727
858.92,103.182
859.393,103.545
859.868,109
860.341,103
860.816,106.091
861.289,102.818
861.762,107.182
862.237,107.727
862.71,101.364
863.183,107.545
863.658,104.091
864.131,108.273
864.604,98.0909
865.079,103
865.552,104.091
866.024,101.364
866.499,103.545
866.972,102.273
867.445,101
867.917,97
868.392,97.9091
868.865,99
869.337,97.1818
869.812,97.7273
870.285,93.3636
870.757,96.8182
871.23,96.2727
871.704,101.545
872.177,98.4546
872.649,94.4545
873.122,97
873.594,95.1818
874.068,90.0909
874.541,93.1818
875.013,91.3636
875.485,92.4546
875.96,90.8182
876.432,86.2727
876.904,89.7273
877.376,89.5455
877.849,86.2727
878.321,81.5455
878.795,92.8182
879.267,87.1818
879.739,87.9091
880.211,86.4546
880.683,84.2727
881.155,89.7273
881.629,84.8182
882.101,83
882.573,89
883.045,81
883.517,84.0909
883.989,81.5454
884.461,79
884.933,79.3636
885.404,77.5454
885.876,78.8182
886.35,76.8182
886.822,79.5455
887.293,79
887.765,74.2727
888.237,78.8182
888.708,77.3636
889.18,76.6364
889.651,76.8182
890.123,74.2727
890.594,76.0909
891.066,76.2727
891.537,74.4545
892.009,76.0909
892.48,76.6364
892.952,72.0909
893.423,73.3636
893.894,75.1818
894.366,71.3636
894.837,73.1818
895.308,74.4545
895.78,74.2727
896.251,79.5455
896.722,77.7273
897.193,75.3636
897.664,75.9091
898.135,75.1818
898.607,72.8182
899.078,74.0909
899.549,74.6364
900.02,75
900.489,77.1818
900.96,73.3636
901.431,77.3636
901.902,74.8182
902.373,75.5455
902.843,71.9091
903.314,75.9091
903.785,70.2727
904.256,73.9091
904.725,74.2727
905.195,76.0909
905.666,69.5454
906.137,74.2727
906.608,75.9091
907.078,73.5455
907.549,70.2727
908.018,75.7273
908.488,74.4545
908.959,71.3636
909.429,75.3636
909.9,75.3636
910.368,74.0909
910.839,73.9091
911.309,74.4546
911.78,74.2727
912.25,72.2727
912.718,77
913.189,76.2727
913.659,71.5455
914.129,77.9091
914.598,73.7273
915.068,71.9091
