Raman_Shift,Intensity
cm^-^1,a.u.
67.7223,475.579
68.2467,478.374
68.7732,487.069
69.2975,491.164
69.824,508.308
70.3483,526.503
70.8746,539.148
71.3989,527.993
71.9252,517.288
72.4494,510.333
72.9756,514.827
73.4997,523.872
74.0238,549.717
74.55,566.962
75.074,550.307
75.6001,529.102
76.1241,507.146
76.6502,507.991
77.1741,496.736
77.6979,502.031
78.2239,495.276
78.7477,496.67
79.2736,496.365
79.7974,496.01
80.3211,497.605
80.8469,501.4
81.3706,507.145
81.8942,536.489
82.42,546.284
82.9436,531.829
83.4671,503.374
83.9927,492.019
84.5162,486.813
85.0397,483.958
85.5653,479.753
86.0887,484.248
86.612,482.343
87.1375,478.438
87.6608,478.282
88.1841,479.577
88.7095,474.822
89.2327,482.467
89.7559,504.362
90.2812,515.056
90.8043,518.101
91.3274,502.246
91.8505,479.941
92.3757,484.836
92.8987,488.131
93.4217,506.575
93.9447,500.42
94.4697,494.315
94.9926,478.91
95.5155,476.505
96.0383,480.799
96.5612,480.544
97.0861,474.939
97.6088,485.134
98.1316,491.229
98.6543,490.024
99.1769,483.668
99.7017,474.213
100.224,468.258
100.747,466.753
101.269,469.048
101.792,472.743
102.314,459.487
102.839,468.232
103.361,464.177
103.884,459.972
104.406,464.017
104.929,479.211
105.451,488.756
105.973,487.901
106.498,488.196
107.02,476.791
107.542,458.136
108.064,447.68
108.586,450.975
109.108,445.77
109.631,441.165
110.153,443.16
110.675,439.055
111.197,440.399
111.719,439.044
112.241,439.439
112.765,440.884
113.286,446.579
113.808,453.823
114.33,449.868
114.852,450.963
115.374,443.458
115.895,450.053
116.417,452.948
116.939,454.242
117.46,441.137
117.982,441.582
118.504,437.127
119.025,434.322
119.547,432.816
120.068,433.411
120.59,435.806
121.111,433.501
121.633,449.296
122.154,453.491
122.675,451.535
123.197,436.83
123.716,431.375
124.237,428.42
124.758,429.415
125.279,427.11
125.801,427.154
126.322,428.399
126.843,432.094
127.364,434.589
127.885,439.284
128.406,429.429
128.927,430.173
129.448,435.018
129.967,440.263
130.488,437.208
131.009,429.903
131.53,423.747
132.05,425.792
132.571,430.087
133.092,430.932
133.611,420.927
134.131,427.772
134.652,421.166
135.173,427.011
135.693,420.106
136.214,421.251
136.732,421.146
137.253,427.54
137.773,436.535
138.294,433.73
138.814,431.325
139.333,427.42
139.853,418.715
140.373,426.259
140.894,421.854
141.412,415.399
141.932,418.494
142.452,415.289
142.973,414.434
143.491,416.628
144.011,411.573
144.531,413.018
145.051,412.963
145.569,418.708
146.089,416.152
146.609,410.297
147.129,412.292
147.647,407.437
148.167,411.682
148.687,405.127
149.205,411.321
149.724,403.616
150.244,410.911
150.762,409.456
151.282,410.951
151.801,405.545
152.319,409.29
152.839,406.135
153.358,410.33
153.876,413.875
154.395,406.77
154.915,403.064
155.432,404.259
155.952,403.604
156.469,400.299
156.989,401.194
157.508,399.688
158.025,402.983
158.545,400.078
159.062,393.423
159.581,399.918
160.1,396.713
160.617,401.607
161.137,397.852
161.654,404.047
162.173,403.092
162.69,403.087
163.209,399.732
163.726,403.776
164.245,394.921
164.762,396.316
165.281,393.511
165.8,401.556
166.317,394.4
166.835,395.745
167.352,397.09
167.871,393.085
168.388,397.58
168.907,394.625
169.423,394.369
169.94,402.414
170.458,396.709
170.975,393.504
171.494,388.599
172.01,394.594
172.529,392.188
173.045,396.633
173.564,391.628
174.08,391.323
174.598,390.468
175.115,391.662
175.631,389.207
176.149,390.202
176.666,390.997
177.184,387.442
177.7,390.437
178.216,383.731
178.734,384.576
179.251,382.171
179.767,381.066
180.285,383.311
180.801,386.505
181.319,381.55
181.835,384.795
182.351,379.74
182.869,387.485
183.385,374.73
183.9,378.874
184.418,380.369
184.934,379.114
185.45,378.359
185.968,378.554
186.483,373.449
186.999,379.593
187.515,374.938
188.032,371.333
188.548,373.778
189.063,370.473
189.581,373.217
190.097,369.862
190.612,368.307
191.127,364.252
191.645,370.797
192.16,366.392
192.676,364.986
193.191,368.431
193.708,364.876
