Raman_Shift,Intensity
cm^-^1,a.u.
50.3578,165.947
50.8831,168.47
51.4106,170.465
51.9381,170.304
52.4634,171.615
52.9908,176.769
53.5181,183.081
54.0433,181.34
54.5706,191.757
55.0958,193.174
55.623,197.854
56.1502,207.429
56.6753,217.425
57.2024,230.473
57.7274,243.943
58.2545,261.939
58.7816,279.671
59.3065,291.194
59.8335,298.137
60.3583,305.764
60.8853,312.497
61.4122,324.23
61.937,334.805
62.4638,345.327
62.9885,355.691
63.5153,366.635
64.04,385.21
64.5667,383.942
65.0913,408.57
65.618,414.25
66.1425,433.035
66.6691,445.821
67.1936,453.764
67.7201,456.339
68.2445,474.703
68.771,480.962
69.2954,489.59
69.8218,501.322
70.3461,522.16
70.8725,535.683
71.3967,532.363
71.9231,531.253
72.4472,532.618
72.9735,538.14
73.4976,549.031
74.0217,568.29
74.5479,573.233
75.0719,578.018
75.598,560.278
76.1219,561.063
76.648,557.164
77.1719,554.949
77.6958,556.577
78.2218,553.415
78.7456,554.779
79.2715,561.67
79.7952,555.666
80.319,559.399
80.8448,561.763
81.3685,561.548
81.8921,576.965
82.4178,577.329
82.9414,575.641
83.465,559.742
83.9906,555.633
84.5141,555.997
85.0376,552.678
85.5631,553.516
86.0865,550.038
86.6099,557.718
87.1354,551.556
87.6587,551.236
88.182,548.548
88.7073,551.281
89.2306,550.698
89.7538,560.009
90.2769,567.9
90.8022,569.738
91.3253,563.418
91.8484,551.256
92.3736,555.62
92.8966,556.301
93.4196,563.665
93.9425,571.924
94.4676,563.078
94.9905,557.6
95.5134,558.701
96.0362,557.75
96.559,564.535
97.0839,559.215
97.6067,566.527
98.1294,565.418
98.6521,572.361
99.1748,569.831
99.6996,568.563
100.222,560.875
100.745,560.66
101.267,563.183
101.79,559.178
102.312,556.964
102.837,561.433
103.359,562.324
103.882,561.531
104.404,568.737
104.926,577.417
105.449,567.887
105.971,584.041
106.495,576.142
107.018,569.874
107.54,566.449
108.062,566.971
108.584,556.967
109.106,563.595
109.628,565.328
110.15,561.692
110.672,561.267
111.194,559.736
111.716,569.68
112.238,568.728
112.762,569.672
113.284,575.667
113.806,580.19
114.328,579.607
114.85,577.813
115.372,588.809
115.893,583.331
116.415,593.485
116.937,582.428
117.458,591.161
117.98,591.052
118.501,593.942
119.023,591.991
119.545,598.987
120.066,588.141
120.588,592.61
121.109,600.448
121.63,601.602
122.152,613.545
122.673,608.278
123.194,605.011
123.714,610.007
124.235,610.529
124.756,606.472
